Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
27,JAMAICA - PREMIER LEAGUE,2024-12-13,01:00,Arnett Gardens,Cavalier,2.05,3.3,3.1,1.4,2.75,1.28,3.3,1.91,1.81,1.73,2.0,0.4878,0.303,0.3226,0.7143,0.3636,0.7812,0.303,0.5236,0.5525,0.578,0.5,0.6212,0.6613,1.6098,1.0645,1.5122,0.9394,1.05,1.25,0.2,27.6995,32.0054,-5.7106,0.3387,0.3788,0.0645,1.5962,0.6544,1.7173,0.68,0.6769,0.4057,0.4811,1.0493,0.8953,0.8781,0.8763,0.9485,0.9825,0.6137,0.5644,1.1945,1.7244,0.7335,1.5312,0.7876,1.0475,0.5149,1.0501,0.7376,3.45,0.1089,3.9519,0.0893,1.8954,0.1224,2.7818,0.1592,1.2881,0.0992,1.0405,0.051,0.7427,0.0587,0.7223,0.073,0.548,0.6668,0.6809,0.3967,0.5324,0.3261,0.4316,0.225,0.5095,0.2218,0.4894,0.1526,0.5763,0.3031,0.4447,0.3535,42.1818,30.7273,27.8182,29.2727,63.6364,36.3636,36.3636,54.5455,45.4545,36.3636,36.3636,45.4545,81.8182,63.6364,81.8182,81.8182,18.1818,18.1818,54.5455,45.4545,45.4545,54.5455,100.0,90.9091,100.0,90.9091,100.0,90.9091,0.0,9.0909,54.5455,45.4545,45.4545,54.5455,9.0909,36.3636,45.4545,45.4545,63.6364,36.3636,36.3636,54.5455,225.2815,0.2153,227.4808,0.3273
21,HONDURAS - LIGA NACIONAL,2024-12-13,02:30,Real Espana,Motagua,2.62,2.8,2.7,1.53,2.35,1.44,2.6,2.3,1.55,2.0,1.73,0.3817,0.3571,0.3704,0.6536,0.4255,0.6944,0.3846,0.4348,0.6452,0.5,0.578,0.9357,0.9704,1.0687,1.037,1.0305,0.9643,0.08,0.18,0.1,2.2906,5.1428,-2.8624,0.0296,0.0643,0.037,2.2177,0.5863,1.4197,0.896,0.5186,0.9132,0.5099,0.8659,0.6619,1.0186,0.6057,1.298,0.2674,2.4185,0.594,1.1576,1.1883,0.7943,1.6587,0.8006,0.6697,1.4657,1.1489,0.7785,2.4081,0.1675,4.3455,0.0729,1.4209,0.2413,2.9473,0.2189,0.814,0.1289,1.1285,0.0725,0.6776,0.0922,0.7194,0.146,0.7571,0.4529,0.5773,0.4311,0.3899,0.1693,0.4918,0.209,0.55,0.2396,0.4664,0.1675,0.537,0.2942,0.4387,0.3091,23.8182,29.2727,31.9091,30.2727,63.6364,63.6364,27.2727,27.2727,45.4545,54.5455,18.1818,27.2727,36.3636,63.6364,63.6364,81.8182,36.3636,18.1818,27.2727,36.3636,72.7273,63.6364,54.5455,81.8182,54.5455,81.8182,90.9091,90.9091,45.4545,18.1818,27.2727,54.5455,72.7273,45.4545,45.4545,45.4545,54.5455,45.4545,63.6364,63.6364,27.2727,27.2727,252.7935,0.3328,220.1677,0.3256
28,MEXICO - LIGA MX,2024-12-13,03:00,Club America,Monterrey,1.91,3.2,3.8,1.5,2.5,1.4,2.75,2.25,1.62,2.0,1.75,0.5236,0.3125,0.2632,0.6667,0.4,0.7143,0.3636,0.4444,0.6173,0.5,0.5714,0.5969,0.5026,1.6754,0.8421,1.9895,1.1875,1.89,1.29,0.6,43.3802,32.822,16.6992,0.4974,0.4031,0.1579,2.4834,0.4887,2.0134,0.6458,1.0651,0.2451,0.5754,0.7605,0.3918,1.755,0.5729,1.1768,0.2649,1.7633,0.4915,1.0625,1.5121,0.7408,1.8082,0.7035,0.447,1.1682,1.2328,0.7657,2.6518,0.0765,4.9699,0.0535,0.7591,0.1593,3.3255,0.0544,1.1215,0.0489,1.063,0.0453,0.5306,0.0944,0.7448,0.0495,0.4366,0.8252,0.6203,0.3639,0.5586,0.3063,0.5436,0.1731,0.4927,0.1683,0.488,0.2844,0.6067,0.207,0.3987,0.3145,37.9091,21.9091,40.3636,34.5455,72.7273,63.6364,27.2727,36.3636,27.2727,54.5455,18.1818,18.1818,27.2727,63.6364,45.4545,72.7273,54.5455,27.2727,18.1818,27.2727,81.8182,72.7273,54.5455,72.7273,54.5455,72.7273,100.0,100.0,45.4545,27.2727,45.4545,54.5455,54.5455,45.4545,27.2727,36.3636,81.8182,63.6364,72.7273,63.6364,27.2727,36.3636,256.8826,0.2356,247.8371,0.2528
23,INDONESIA - LIGA 1,2024-12-13,09:30,PSM Makassar,PSS Sleman,1.5,3.75,6.0,1.4,2.7,1.33,3.1,1.95,1.75,2.1,1.65,0.6667,0.2667,0.1667,0.7143,0.3704,0.7519,0.3226,0.5128,0.5714,0.4762,0.6061,0.4,0.25,2.5,0.625,4.0,1.6,4.5,2.25,2.25,66.0375,48.3665,48.3665,0.75,0.6,0.375,1.9139,0.6182,0.9543,1.4058,0.8536,0.4207,0.1217,7.7346,0.7693,1.1757,0.3347,2.4171,0.3765,1.34,0.4278,1.6073,1.6006,0.8036,0.9476,1.4924,0.747,0.8657,0.826,0.909,2.9582,0.1217,3.9863,0.1584,1.3545,0.1544,3.6866,0.537,1.0954,0.1066,0.6226,0.1606,0.6409,0.1019,0.5317,0.2966,0.5751,0.5255,0.6152,0.6034,0.5409,0.1671,0.5745,0.2104,0.5313,0.2274,0.5358,0.1491,0.5545,0.1755,0.2452,0.3075,29.9091,26.3636,18.4545,25.3636,45.4545,27.2727,36.3636,54.5455,36.3636,18.1818,27.2727,27.2727,54.5455,27.2727,63.6364,45.4545,36.3636,54.5455,36.3636,27.2727,63.6364,72.7273,72.7273,45.4545,72.7273,45.4545,81.8182,81.8182,27.2727,54.5455,45.4545,36.3636,54.5455,63.6364,36.3636,18.1818,54.5455,27.2727,45.4545,27.2727,36.3636,54.5455,238.7353,0.3172,182.8614,0.6041
3,AUSTRALIA - A-LEAGUE,2024-12-13,09:35,Central Coast Mariners,Adelaide United,2.9,3.6,2.25,1.29,3.5,1.17,5.0,1.57,2.38,1.5,2.5,0.3448,0.2778,0.4444,0.7752,0.2857,0.8547,0.2,0.6369,0.4202,0.6667,0.4,0.8056,1.2889,1.2414,1.6,0.7759,0.625,0.65,0.7,1.35,-18.0042,19.29,-34.0193,0.2889,0.1944,0.6,1.7717,0.7339,1.2186,1.2372,0.1798,2.7486,-0.3196,-2.2106,0.1147,3.5266,0.6719,1.7379,0.4997,2.0726,1.0009,0.7,1.0625,1.0152,1.7573,0.9522,0.8828,1.3227,2.0769,0.4545,2.2682,0.2241,5.3301,0.1531,1.7645,0.2358,6.7066,0.065,0.844,0.1774,1.1691,0.1181,0.6622,0.1714,1.2146,0.0487,0.5813,0.4741,0.4819,0.47,0.6353,0.2289,0.9431,0.1505,0.5769,0.2865,0.4629,0.7632,0.5062,0.2128,0.3382,0.3063,38.0,17.9091,34.6364,22.6364,36.3636,18.1818,36.3636,81.8182,18.1818,9.0909,18.1818,72.7273,36.3636,63.6364,36.3636,81.8182,63.6364,18.1818,18.1818,45.4545,81.8182,54.5455,63.6364,81.8182,63.6364,81.8182,72.7273,100.0,36.3636,18.1818,45.4545,63.6364,54.5455,36.3636,18.1818,18.1818,54.5455,45.4545,36.3636,18.1818,36.3636,81.8182,211.9564,0.3737,206.4556,0.4252
24,INDONESIA - LIGA 1,2024-12-13,13:00,Persib Bandung,Malut United,1.5,3.6,6.0,1.34,2.95,1.27,3.45,1.95,1.79,1.97,1.76,0.6667,0.2778,0.1667,0.7463,0.339,0.7874,0.2899,0.5128,0.5587,0.5076,0.5682,0.4167,0.25,2.4,0.6,4.0,1.6667,4.5,2.1,2.4,66.0375,46.3972,50.1944,0.75,0.5833,0.4,2.7224,0.2972,0.6977,1.7069,1.6616,0.1412,-1.0367,-1.2145,1.0867,0.4964,0.4542,1.1497,0.2654,1.76,0.9489,0.876,2.2536,0.4014,1.225,1.2158,0.592,0.8522,2.2618,0.5529,3.549,0.0882,4.7183,0.0767,0.9509,0.1655,9.35,0.194,1.4614,0.054,0.7665,0.1092,0.6432,0.1003,1.2211,0.0851,0.4417,0.9033,0.5244,0.5923,0.5961,0.2035,0.5782,0.2311,0.4966,0.1851,0.5238,0.3009,0.65,0.1469,0.2603,0.229,30.4545,32.3636,20.9091,28.9091,90.9091,18.1818,9.0909,81.8182,81.8182,9.0909,9.0909,63.6364,63.6364,45.4545,90.9091,72.7273,9.0909,27.2727,36.3636,36.3636,63.6364,63.6364,100.0,81.8182,100.0,81.8182,100.0,100.0,0.0,18.1818,63.6364,72.7273,36.3636,27.2727,72.7273,9.0909,81.8182,18.1818,90.9091,18.1818,9.0909,81.8182,281.5837,0.1296,163.2993,0.6558
20,GREECE - SUPER LEAGUE 2,2024-12-13,14:00,Kalamata,AEK Athens FC B,1.33,4.33,8.0,0.0,0.0,1.3,3.2,1.91,1.8,2.37,1.53,0.7519,0.2309,0.125,,,0.7692,0.3125,0.5236,0.5556,0.4219,0.6536,0.3072,0.1663,3.2556,0.5413,6.015,1.8476,6.67,3.0,3.67,73.3086,56.3099,61.4114,0.8338,0.6928,0.4588,1.1329,1.202,,,-0.21,-1.2967,,,0.6002,1.0047,,,0.6146,0.8209,,,0.8262,1.3359,,,1.0362,0.5206,,,1.8401,0.0948,,,1.76,0.1351,,,0.9548,0.0712,,,0.773,0.0431,,,0.5754,0.8724,,,0.3497,0.5919,,,0.5959,0.5872,,,0.6369,0.3398,,,18.7273,30.0909,,,45.4545,,54.5455,,45.4545,,45.4545,,54.5455,,90.9091,,9.0909,,54.5455,,45.4545,,72.7273,,72.7273,,100.0,,27.2727,,36.3636,,63.6364,,27.2727,,45.4545,,45.4545,,54.5455,,186.0484,0.3855,,
56,UKRAINE - PREMIER LEAGUE,2024-12-13,14:30,Vorskla Poltava,Livyi Bereg,1.67,3.3,5.0,1.55,2.3,1.48,2.5,2.37,1.5,2.25,1.57,0.5988,0.303,0.2,0.6452,0.4348,0.6757,0.4,0.4219,0.6667,0.4444,0.6369,0.5061,0.334,1.976,0.66,2.994,1.5152,3.33,1.63,1.7,59.0109,39.18,40.3645,0.666,0.4939,0.34,0.8399,1.7513,0.863,1.5546,-1.3993,-1.0838,-0.9782,-1.1154,0.3051,2.2537,0.3189,1.582,0.8469,0.9685,1.0528,0.4248,0.7902,1.4379,1.016,0.929,2.1895,0.8444,1.9943,0.6659,2.7383,0.1208,3.8642,0.1405,10.2707,0.2294,8.8875,0.2594,0.7254,0.0939,0.7045,0.1043,1.0436,0.1006,1.0681,0.1509,0.5096,0.6315,0.5842,0.4952,0.3863,0.4406,0.3666,0.4654,0.4774,0.2935,0.5729,0.2231,0.3598,0.4828,0.3181,0.4266,23.5455,32.9091,34.8182,27.9091,36.3636,18.1818,54.5455,81.8182,36.3636,18.1818,36.3636,81.8182,36.3636,72.7273,72.7273,100.0,27.2727,0.0,27.2727,36.3636,72.7273,63.6364,72.7273,81.8182,72.7273,81.8182,90.9091,100.0,27.2727,18.1818,45.4545,54.5455,54.5455,45.4545,36.3636,9.0909,36.3636,27.2727,36.3636,18.1818,54.5455,81.8182,115.9755,1.2109,159.9671,0.6243
22,INDIA - ISL,2024-12-13,15:00,Jamshedpur,Punjab,2.5,3.3,2.5,1.33,3.25,1.2,4.33,1.7,2.1,1.57,2.25,0.4,0.303,0.4,0.7519,0.3077,0.8333,0.2309,0.5882,0.4762,0.6369,0.4444,0.7576,1.0,1.32,1.32,1.0,0.7576,0.0,0.8,0.8,0.0,21.8014,-21.8014,0.0,0.2424,0.32,1.3162,0.9826,1.0316,1.3771,-0.1532,-3.7839,-0.5001,-1.8922,0.8331,0.9012,0.7651,1.1822,1.1691,0.8554,0.8808,1.1144,1.518,0.6154,1.3123,0.7825,1.6712,0.559,1.8124,0.8644,3.9771,0.164,5.3778,0.0605,4.3907,0.1393,7.6476,0.1972,0.9433,0.1077,0.8258,0.1039,0.9433,0.0766,0.9622,0.0947,0.6141,0.4237,0.5229,0.6273,0.6392,0.1705,0.5974,0.1794,0.4657,0.3511,0.488,0.2244,0.4321,0.2918,0.2879,0.4641,39.7273,34.1818,39.0909,32.2727,45.4545,54.5455,54.5455,36.3636,36.3636,36.3636,45.4545,36.3636,72.7273,63.6364,90.9091,72.7273,9.0909,27.2727,54.5455,45.4545,45.4545,54.5455,90.9091,72.7273,90.9091,72.7273,100.0,90.9091,9.0909,27.2727,54.5455,63.6364,45.4545,36.3636,36.3636,27.2727,36.3636,36.3636,45.4545,54.5455,54.5455,36.3636,213.7706,0.3749,219.4942,0.3246
43,ROMANIA - SUPERLIGA,2024-12-13,16:00,FC Botosani,FC Hermannstadt,2.3,3.0,3.0,1.53,2.38,1.44,2.63,2.35,1.57,2.0,1.73,0.4348,0.3333,0.3333,0.6536,0.4202,0.6944,0.3802,0.4255,0.6369,0.5,0.578,0.7667,0.7667,1.3043,1.0,1.3043,1.0,0.7,0.7,0.0,19.29,19.29,0.0,0.2333,0.2333,0.0,1.6788,0.8112,0.5585,2.1594,0.2171,2.2091,-0.8625,-0.8533,0.3714,1.3584,0.1654,2.4456,0.348,1.4497,0.963,1.1799,1.223,0.7396,0.9675,1.2229,1.0059,1.2138,1.8299,0.6381,3.2418,0.1007,3.2346,0.2195,2.6273,0.176,6.3256,0.0627,0.8446,0.0813,0.6519,0.1494,0.7537,0.0918,1.061,0.0601,0.6833,0.3389,0.5188,0.3795,0.336,0.242,0.3507,0.2498,0.5297,0.2175,0.4905,0.24,0.4165,0.2965,0.3038,0.262,42.0,28.2727,25.0,39.5455,63.6364,18.1818,27.2727,81.8182,27.2727,9.0909,18.1818,54.5455,45.4545,54.5455,45.4545,63.6364,54.5455,36.3636,27.2727,18.1818,72.7273,81.8182,63.6364,63.6364,63.6364,63.6364,90.9091,100.0,36.3636,36.3636,36.3636,54.5455,63.6364,45.4545,9.0909,9.0909,45.4545,18.1818,63.6364,18.1818,27.2727,81.8182,242.297,0.2723,174.0193,0.4533
