Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
7,BOLIVIA - DIVISION PROFESIONAL,2024-11-22,00:00,Tomayapo,Bolivar,5.8,4.0,1.44,1.36,3.0,1.22,4.0,1.73,2.08,1.67,2.1,0.1724,0.25,0.6944,0.7353,0.3333,0.8197,0.25,0.578,0.4808,0.5988,0.4762,1.45,4.0278,0.6897,2.7778,0.2483,0.36,4.36,1.8,2.56,-65.3583,-41.9872,-52.0013,3.0278,0.45,1.7778,2.507,0.4523,2.1691,0.5779,1.1803,0.3512,1.5077,0.4946,0.6842,1.3902,1.0735,0.6429,0.1873,2.6054,0.336,1.4524,1.8108,0.4969,2.1561,0.7298,0.6305,1.1989,0.6485,1.4668,3.8101,0.0996,4.2258,0.1037,1.3129,0.0413,1.6428,0.6312,1.179,0.1031,1.3323,0.1105,0.6076,0.0956,0.6894,0.1844,0.4822,0.1779,0.4873,0.1053,0.5396,0.0751,0.611,0.0643,0.5219,0.0552,0.4766,0.0822,0.5009,0.0896,0.5216,0.0527,37.14,24.29,31.14,18.57,14.29,14.29,71.43,85.71,28.57,14.29,28.57,71.43,42.86,42.86,57.14,100.0,42.86,0.0,42.86,42.86,57.14,57.14,85.71,71.43,0.0,0.0,100.0,100.0,14.29,28.57,42.86,57.14,57.14,42.86,28.57,71.43,85.71,71.43,85.71,100.0,57.14,42.86,356.8618,0.0193,321.9298,0.3181
9,BRAZIL - SERIE A BETANO,2024-11-22,00:00,Vasco,Internacional,3.25,3.25,2.15,1.5,2.5,1.36,3.2,2.15,1.67,1.91,1.91,0.3077,0.3077,0.4651,0.6667,0.4,0.7353,0.3125,0.4651,0.5988,0.5236,0.5236,1.0,1.5116,1.0,1.5116,0.6615,0.6615,1.1,0.0,1.1,-28.8108,0.0,-28.8108,0.5116,0.0,0.5116,1.7968,0.7185,1.346,0.8424,0.5654,0.7589,0.346,1.0616,0.2505,1.9481,0.622,1.2153,0.6016,0.8885,0.6003,0.8904,1.2914,0.6093,1.458,0.8727,0.726,1.0412,1.112,0.6206,3.5972,0.2576,4.636,0.1841,2.4972,0.7614,2.943,0.1313,1.0071,0.1109,1.1234,0.1604,0.7213,0.2182,0.7662,0.1065,0.6017,0.0773,0.6619,0.0428,0.454,0.0751,0.3259,0.0586,0.4432,0.0512,0.5101,0.0247,0.4427,0.0669,0.3896,0.0285,37.14,8.43,27.43,31.71,0.0,28.57,85.71,42.86,14.29,42.86,28.57,28.57,42.86,71.43,71.43,71.43,28.57,28.57,14.29,57.14,85.71,42.86,71.43,71.43,0.0,14.29,100.0,85.71,28.57,28.57,28.57,57.14,71.43,42.86,14.29,14.29,57.14,28.57,85.71,71.43,57.14,85.71,279.7402,0.465,233.0762,0.6777
12,COLOMBIA - PRIMERA A,2024-11-22,00:30,Once Caldas,Deportes Tolima,2.38,3.0,2.9,1.57,2.25,1.5,2.5,2.6,1.48,2.1,1.67,0.4202,0.3333,0.3448,0.6369,0.4444,0.6667,0.4,0.3846,0.6757,0.4762,0.5988,0.7933,0.8207,1.2605,1.0345,1.2185,0.9667,0.52,0.62,0.1,14.5742,17.2234,-2.8624,0.1793,0.2067,0.0345,1.8217,0.8036,1.4661,1.0938,0.3835,1.1343,0.2225,2.2809,0.6918,1.0927,0.3562,2.2089,0.6033,0.886,0.3795,1.2859,1.5447,0.9046,0.7338,1.2261,1.1613,0.5942,0.5113,1.0454,2.4215,0.2298,2.2857,0.2947,1.9286,0.281,1.4572,0.1171,0.9098,0.1976,0.7089,0.1172,0.767,0.2325,0.4946,0.1092,0.6575,0.054,0.5943,0.0303,0.281,0.0267,0.2634,0.0683,0.5041,0.1047,0.4257,0.0719,0.5339,0.077,0.4178,0.0476,22.57,35.71,24.43,17.0,28.57,0.0,42.86,57.14,57.14,42.86,28.57,28.57,57.14,0.0,100.0,57.14,0.0,42.86,28.57,14.29,71.43,85.71,100.0,28.57,0.0,0.0,100.0,100.0,0.0,71.43,42.86,0.0,57.14,100.0,42.86,28.57,57.14,57.14,71.43,57.14,85.71,42.86,265.212,0.3805,357.2412,0.0164
8,BOLIVIA - DIVISION PROFESIONAL,2024-11-22,01:00,The Strongest,Wilstermann,1.45,4.05,6.0,1.36,3.0,1.25,3.75,1.8,2.0,2.1,1.67,0.6897,0.2469,0.1667,0.7353,0.3333,0.8,0.2667,0.5556,0.5,0.4762,0.5988,0.358,0.2417,2.7931,0.675,4.1379,1.4815,4.55,2.6,1.95,66.2716,52.4314,44.2748,0.7583,0.642,0.325,1.797,0.5949,0.4925,1.0853,1.0202,0.2805,-0.7074,-0.9016,1.1361,0.6074,0.2445,3.0916,0.2471,1.9749,0.4297,1.2439,1.8691,0.8419,0.2445,3.0916,0.8489,0.8129,0.9519,0.9452,2.9486,0.1019,1.4799,0.6713,1.2857,0.1448,6.0257,0.0241,1.4334,0.0726,0.4289,0.2917,0.7905,0.112,0.6432,0.1067,0.5265,0.1259,0.4466,0.195,0.7801,0.056,0.4466,0.1193,0.4656,0.0419,0.4645,0.0192,0.7239,0.0275,0.2864,0.1634,34.71,34.0,4.0,26.57,57.14,14.29,42.86,0.0,42.86,57.14,42.86,0.0,71.43,14.29,85.71,42.86,14.29,57.14,42.86,14.29,57.14,85.71,85.71,28.57,0.0,42.86,100.0,57.14,14.29,71.43,42.86,14.29,57.14,85.71,71.43,14.29,57.14,0.0,100.0,14.29,71.43,57.14,241.6555,0.5957,215.2135,0.8136
1,ARGENTINA - TORNEO BETANO,2024-11-22,01:30,Ind. Rivadavia,River Plate,6.5,3.6,1.57,1.44,2.63,1.36,3.0,2.1,1.7,2.25,1.57,0.1538,0.2778,0.6369,0.6944,0.3802,0.7353,0.3333,0.4762,0.5882,0.4444,0.6369,1.8056,4.1401,0.5538,2.293,0.2415,0.4361,4.93,2.9,2.03,-67.9186,-55.4077,-45.4265,3.1401,0.8056,1.293,1.4986,0.9324,1.048,1.2836,0.0081,45.0247,-0.5937,-0.9752,0.5525,0.9674,0.1856,2.0366,0.2708,1.8021,0.4664,1.687,0.7264,0.6718,0.6634,1.6773,0.7182,1.0525,1.2572,0.9664,2.5214,0.1258,2.5284,0.1062,1.6999,0.5857,1.8715,0.7268,0.6076,0.089,0.699,0.1053,0.4648,0.3935,0.5561,0.4233,0.6751,0.0324,0.6382,0.0285,0.1702,0.1269,0.3543,0.0776,0.4302,0.1109,0.4945,0.0629,0.3581,0.0438,0.3979,0.045,24.0,25.86,22.14,27.43,14.29,14.29,57.14,28.57,28.57,42.86,57.14,0.0,28.57,28.57,71.43,28.57,28.57,71.43,14.29,14.29,85.71,85.71,42.86,42.86,0.0,28.57,100.0,71.43,57.14,57.14,0.0,28.57,100.0,71.43,42.86,0.0,42.86,28.57,71.43,42.86,57.14,57.14,278.188,0.4603,258.7551,0.6694
37,MEXICO - LIGA MX,2024-11-22,02:05,Guadalajara Chivas,Atlas,1.65,3.4,5.0,1.5,2.5,1.4,2.75,2.2,1.65,2.1,1.67,0.6061,0.2941,0.2,0.6667,0.4,0.7143,0.3636,0.4545,0.6061,0.4762,0.5988,0.4853,0.33,2.0606,0.68,3.0303,1.4706,3.35,1.75,1.6,59.1622,41.1859,38.6598,0.67,0.5147,0.32,1.883,0.6856,0.8306,1.7026,1.1233,0.3581,-1.6871,-0.8081,0.7938,1.8442,0.3269,2.4069,0.2652,1.8401,1.21,0.9543,1.9555,0.8047,0.9043,1.2769,0.8322,1.46,2.5915,0.5773,3.1214,0.1921,3.2362,0.3251,1.7714,0.355,12.1583,0.059,1.2123,0.1545,0.4845,0.2126,0.7837,0.231,1.1988,0.1349,0.6285,0.0899,0.5384,0.167,0.5051,0.057,0.4612,0.1,0.5526,0.0141,0.4688,0.0412,0.5675,0.0507,0.2547,0.0718,34.14,19.14,28.43,27.29,14.29,28.57,71.43,28.57,14.29,57.14,28.57,0.0,42.86,57.14,71.43,85.71,28.57,14.29,14.29,42.86,85.71,57.14,85.71,85.71,14.29,14.29,85.71,85.71,14.29,14.29,42.86,85.71,57.14,14.29,42.86,28.57,57.14,28.57,85.71,57.14,42.86,85.71,266.0146,0.5825,251.5942,0.5244
13,COLOMBIA - PRIMERA A,2024-11-22,02:30,Junior,America De Cali,2.05,3.1,3.4,1.5,2.5,1.4,2.75,2.35,1.57,2.0,1.73,0.4878,0.3226,0.2941,0.6667,0.4,0.7143,0.3636,0.4255,0.6369,0.5,0.578,0.6613,0.6029,1.5122,0.9118,1.6585,1.0968,1.35,1.05,0.3,34.0193,27.6995,8.5308,0.3971,0.3387,0.0882,1.9607,0.6584,1.405,0.9945,0.7347,0.4251,-0.0428,-11.2687,0.6132,1.2831,0.6061,1.2472,0.7688,0.8976,0.3135,1.5566,2.0079,0.5751,1.3727,0.3894,1.2733,0.9845,1.4155,0.7861,3.8586,0.1383,3.5013,0.1294,2.1815,0.1814,4.3213,0.1104,1.355,0.0745,0.9219,0.1272,0.8551,0.1201,0.9219,0.1143,0.5263,0.0982,0.5677,0.0597,0.3284,0.085,0.2745,0.0936,0.59,0.0471,0.5993,0.0477,0.5672,0.0539,0.4152,0.0617,42.71,22.14,42.0,34.86,28.57,42.86,57.14,57.14,28.57,28.57,14.29,28.57,85.71,71.43,85.71,71.43,14.29,28.57,28.57,28.57,71.43,71.43,85.71,85.71,14.29,0.0,85.71,100.0,14.29,14.29,71.43,57.14,28.57,42.86,28.57,42.86,57.14,42.86,85.71,100.0,85.71,71.43,269.3134,0.5753,279.0435,0.468
36,MEXICO - LIGA MX,2024-11-22,04:00,Club Tijuana,Club America,2.88,3.5,2.15,1.33,3.25,1.22,4.0,1.7,2.1,1.62,2.2,0.3472,0.2857,0.4651,0.7519,0.3077,0.8197,0.25,0.5882,0.4762,0.6173,0.4545,0.8229,1.3395,1.2153,1.6279,0.7465,0.6143,0.73,0.62,1.35,-20.0521,17.2234,-34.0193,0.3395,0.1771,0.6279,1.7104,0.7548,1.1356,1.1039,-0.0704,-9.7486,0.0402,21.0597,0.7203,0.9581,0.9697,1.4584,0.886,0.7789,0.8537,0.8084,1.5312,0.6212,1.5945,1.0057,1.6016,0.6093,1.5544,0.8186,3.693,0.1185,3.6,0.1859,3.8759,0.1113,4.4499,0.1615,1.0009,0.1563,1.0904,0.1394,0.9295,0.1291,1.1618,0.0843,0.5499,0.1033,0.6657,0.0493,0.6675,0.0315,0.5511,0.065,0.4258,0.0463,0.4764,0.0304,0.4304,0.0939,0.4665,0.0452,29.0,32.71,36.86,37.86,28.57,28.57,57.14,57.14,28.57,42.86,57.14,28.57,71.43,71.43,85.71,85.71,14.29,14.29,57.14,57.14,42.86,42.86,85.71,85.71,0.0,0.0,100.0,100.0,14.29,14.29,85.71,57.14,14.29,42.86,28.57,14.29,57.14,28.57,85.71,85.71,85.71,85.71,278.8544,0.4609,240.29,0.5881
3,AUSTRALIA - A-LEAGUE,2024-11-22,07:30,Perth Glory,Western United,3.25,3.9,1.95,1.29,3.5,1.17,5.0,1.53,2.5,1.5,2.5,0.3077,0.2564,0.5128,0.7752,0.2857,0.8547,0.2,0.6536,0.4,0.6667,0.4,0.8333,1.6667,1.2,2.0,0.6,0.5,1.3,0.65,1.95,-33.0239,18.0042,-44.2748,0.6667,0.1667,1.0,0.4383,1.2195,1.0315,1.3041,-0.8542,-0.4525,-0.3383,-2.5835,0.5711,1.3777,0.2539,1.922,1.202,0.7485,0.5394,0.9909,1.2804,0.869,1.5891,0.8685,2.1346,0.6858,1.9274,0.5991,3.393,0.3769,5.8571,0.1991,7.507,0.0962,7.0929,0.0564,0.831,0.2258,0.9947,0.1874,1.6167,0.0435,1.1375,0.0908,0.6852,0.1181,0.6068,0.1145,0.8813,0.0626,0.9165,0.0522,0.3506,0.0824,0.3243,0.2852,0.3763,0.0399,0.2751,0.052,33.43,21.29,37.86,43.71,14.29,42.86,57.14,42.86,28.57,42.86,28.57,0.0,71.43,85.71,85.71,71.43,14.29,28.57,42.86,14.29,57.14,85.71,85.71,85.71,14.29,0.0,85.71,100.0,14.29,14.29,57.14,71.43,42.86,28.57,0.0,14.29,0.0,28.57,71.43,85.71,85.71,100.0,269.981,0.5691,282.9185,0.4629
32,INDONESIA - LIGA 1,2024-11-22,09:30,Persebaya,Persija Jakarta,2.1,3.1,3.2,1.44,2.55,1.36,2.95,2.23,1.6,1.85,1.87,0.4762,0.3226,0.3125,0.6944,0.3922,0.7353,0.339,0.4484,0.625,0.5405,0.5348,0.6774,0.6562,1.4762,0.9688,1.5238,1.0323,1.1,1.0,0.1,28.8108,26.5651,2.8624,0.3438,0.3226,0.0313,1.5973,0.9165,1.1346,1.1856,-0.432,-1.3838,-0.3391,-1.8307,0.103,3.6699,0.5238,1.0204,0.5905,0.9052,0.4215,1.2681,0.8674,1.1529,0.7757,1.1599,1.2994,0.8227,1.1148,1.0899,2.1186,0.0724,2.6572,0.2905,1.893,0.0998,2.9427,0.1234,0.8247,0.0731,0.7837,0.1481,0.6818,0.0537,0.7837,0.0734,0.4885,0.1769,0.7009,0.0432,0.5032,0.0286,0.502,0.047,0.5498,0.0387,0.5056,0.0809,0.5065,0.0292,0.4245,0.058,29.29,21.0,20.57,29.43,14.29,14.29,42.86,42.86,28.57,42.86,14.29,42.86,42.86,28.57,57.14,71.43,42.86,28.57,14.29,28.57,85.71,71.43,71.43,57.14,14.29,14.29,85.71,85.71,28.57,42.86,57.14,28.57,42.86,71.43,0.0,28.57,57.14,28.57,57.14,57.14,71.43,57.14,266.287,0.4995,268.7446,0.5675
