Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
1,BOLIVIA - DIVISION PROFESIONAL,2024-12-11,00:00,The Strongest,Tomayapo,1.17,6.5,15.0,1.22,4.0,1.11,6.5,1.4,2.88,2.1,1.67,0.8547,0.1538,0.0667,0.8197,0.25,0.9009,0.1538,0.7143,0.3472,0.4762,0.5988,0.18,0.078,5.5556,0.4333,12.8205,2.3077,13.83,5.33,8.5,81.7713,69.4322,76.7595,0.922,0.82,0.5667,2.2238,0.4201,0.5528,1.6899,1.013,0.2205,-0.8928,-1.2373,1.1564,0.5214,0.4332,1.5873,0.4145,1.2598,0.861,1.2131,1.8844,0.69,0.8011,0.9372,0.8714,0.804,1.6939,0.9181,2.8437,0.0745,4.4542,0.1931,1.29,0.1485,9.1451,0.1669,1.4105,0.0749,0.5028,0.0615,0.8196,0.0747,0.9574,0.0854,0.3887,1.2223,0.5625,0.8283,0.7601,0.1352,0.5888,0.2673,0.4834,0.2687,0.5316,0.1939,0.7302,0.1841,0.1874,0.1948,34.0,32.1818,30.4545,27.1818,72.7273,9.0909,27.2727,81.8182,63.6364,9.0909,27.2727,54.5455,72.7273,54.5455,90.9091,63.6364,9.0909,36.3636,54.5455,54.5455,45.4545,45.4545,81.8182,72.7273,81.8182,72.7273,100.0,90.9091,18.1818,27.2727,54.5455,45.4545,45.4545,54.5455,63.6364,9.0909,72.7273,9.0909,72.7273,9.0909,27.2727,81.8182,258.8883,0.1537,152.0697,0.6103
2,BOLIVIA - DIVISION PROFESIONAL,2024-12-11,01:30,Oriente Petrolero,Always Ready,2.0,3.25,3.5,1.36,3.0,1.25,3.75,1.83,1.98,1.73,2.0,0.5,0.3077,0.2857,0.7353,0.3333,0.8,0.2667,0.5464,0.5051,0.578,0.5,0.6154,0.5714,1.625,0.9286,1.75,1.0769,1.5,1.25,0.25,36.8699,32.0054,7.125,0.4286,0.3846,0.0714,1.28,1.0639,0.997,1.3042,0.3113,1.6711,-0.3235,-1.3638,0.7845,1.2512,0.2567,1.8196,0.5867,1.1491,0.6074,1.11,1.3369,1.2678,0.7613,1.372,1.0256,0.9571,1.0848,0.8056,2.4282,0.1782,2.2091,0.0727,1.8982,0.1244,3.241,0.3939,1.0216,0.1372,0.6359,0.1469,0.8852,0.1148,0.7722,0.1276,0.7165,0.5315,0.6319,0.3709,0.5683,0.2062,0.4803,0.3223,0.5304,0.2534,0.5391,0.1942,0.5886,0.1628,0.3627,0.2856,14.8182,22.1818,29.3636,33.0909,45.4545,18.1818,45.4545,72.7273,45.4545,9.0909,36.3636,54.5455,45.4545,45.4545,81.8182,63.6364,18.1818,36.3636,36.3636,27.2727,63.6364,72.7273,63.6364,54.5455,63.6364,54.5455,90.9091,90.9091,36.3636,45.4545,45.4545,36.3636,54.5455,63.6364,27.2727,9.0909,36.3636,27.2727,45.4545,18.1818,45.4545,72.7273,215.6639,0.3613,167.3923,0.5329
4,COSTA RICA - PRIMERA DIVISION,2024-12-11,03:00,Saprissa,San Carlos,1.75,3.4,4.6,1.36,3.0,1.25,3.75,1.8,2.0,1.8,1.91,0.5714,0.2941,0.2174,0.7353,0.3333,0.8,0.2667,0.5556,0.5,0.5556,0.5236,0.5147,0.3804,1.9429,0.7391,2.6286,1.3529,2.85,1.65,1.2,54.9406,39.5226,30.9638,0.6196,0.4853,0.2609,2.5544,0.4385,1.5365,0.912,1.6197,0.2278,-0.167,-6.5731,1.3023,0.7537,1.3647,0.8267,0.4264,1.6126,0.9953,0.9862,2.3417,0.4309,1.9883,0.7491,0.7221,1.5735,2.1554,0.7323,3.6265,0.1102,5.6526,0.0989,1.2855,0.1852,6.4328,0.1006,1.4631,0.0806,1.3275,0.1197,0.7813,0.1018,1.1457,0.074,0.5424,0.884,0.5293,0.4389,0.6217,0.1946,0.5552,0.1695,0.5276,0.1924,0.4882,0.2462,0.6535,0.179,0.3823,0.3152,32.6364,18.8182,15.5455,26.9091,81.8182,54.5455,18.1818,27.2727,63.6364,54.5455,18.1818,27.2727,45.4545,63.6364,81.8182,90.9091,18.1818,9.0909,45.4545,63.6364,54.5455,36.3636,72.7273,90.9091,72.7273,90.9091,100.0,90.9091,27.2727,9.0909,72.7273,90.9091,27.2727,9.0909,54.5455,63.6364,72.7273,54.5455,81.8182,54.5455,18.1818,27.2727,282.6458,0.1561,221.6685,0.4235
22,INDONESIA - LIGA 1,2024-12-11,09:30,Persebaya,Persik Kediri,1.67,3.4,4.8,1.36,2.85,1.3,3.3,2.02,1.72,1.97,1.76,0.5988,0.2941,0.2083,0.7353,0.3509,0.7692,0.303,0.495,0.5814,0.5076,0.5682,0.4912,0.3479,2.0359,0.7083,2.8743,1.4118,3.13,1.73,1.4,57.4223,40.8598,34.992,0.6521,0.5088,0.2917,1.7179,0.7569,1.3991,1.0154,-0.1022,-4.8219,-0.2224,-4.4065,0.3206,2.1029,0.5595,1.229,0.5616,0.9298,0.5885,1.3747,0.986,0.9573,1.323,0.6837,1.0881,0.822,1.5454,1.2553,2.0628,0.192,4.4591,0.105,2.121,0.1718,4.8402,0.1389,0.7974,0.1164,0.7992,0.0482,0.752,0.0952,1.0719,0.1232,0.5334,0.3924,0.7515,0.3216,0.5063,0.2499,0.5752,0.1679,0.5608,0.2186,0.516,0.3217,0.504,0.1421,0.3257,0.2889,29.0909,23.0909,33.6364,27.2727,27.2727,54.5455,54.5455,45.4545,9.0909,36.3636,54.5455,36.3636,54.5455,54.5455,63.6364,72.7273,36.3636,27.2727,27.2727,36.3636,72.7273,63.6364,72.7273,90.9091,72.7273,90.9091,81.8182,100.0,27.2727,9.0909,54.5455,54.5455,45.4545,45.4545,9.0909,27.2727,54.5455,36.3636,27.2727,54.5455,54.5455,45.4545,206.1289,0.4276,231.2732,0.3976
21,INDONESIA - LIGA 1,2024-12-11,13:00,PSIS Semarang,Bali United,3.3,3.0,2.15,1.38,2.75,1.32,3.2,2.08,1.68,1.83,1.89,0.303,0.3333,0.4651,0.7246,0.3636,0.7576,0.3125,0.4808,0.5952,0.5464,0.5291,1.1,1.5349,0.9091,1.3953,0.6515,0.7167,1.15,0.3,0.85,-29.8989,-8.5308,-23.0255,0.5349,0.1,0.3953,1.0631,1.3363,1.1142,1.3201,-0.4572,-0.9105,-0.4744,-1.9648,0.4124,1.2662,0.689,1.1411,0.5495,1.2513,1.0985,0.9508,0.8341,0.9965,1.5312,0.8894,1.2913,0.5814,2.0056,0.721,1.7091,0.2951,3.8672,0.1299,2.6146,0.1471,5.1979,0.2064,0.71,0.1406,1.0394,0.0828,0.8464,0.1212,1.1757,0.1158,0.6017,0.4685,0.6549,0.4764,0.5736,0.2863,0.6012,0.2058,0.4833,0.3093,0.4854,0.3366,0.511,0.2456,0.4424,0.3463,22.1818,46.3636,29.8182,35.4545,54.5455,54.5455,45.4545,45.4545,36.3636,36.3636,36.3636,45.4545,45.4545,54.5455,72.7273,81.8182,27.2727,18.1818,18.1818,45.4545,81.8182,54.5455,63.6364,90.9091,63.6364,90.9091,100.0,100.0,36.3636,9.0909,36.3636,54.5455,63.6364,45.4545,36.3636,27.2727,36.3636,36.3636,54.5455,54.5455,45.4545,45.4545,186.9716,0.4457,196.4677,0.4777
20,INDIA - ISL,2024-12-11,15:00,Chennaiyin,Hyderabad,1.75,3.6,4.0,1.33,3.25,1.22,4.0,1.75,2.05,1.67,2.1,0.5714,0.2778,0.25,0.7519,0.3077,0.8197,0.25,0.5714,0.4878,0.5988,0.4762,0.4861,0.4375,2.0571,0.9,2.2857,1.1111,2.25,1.85,0.4,48.3665,42.7688,11.3099,0.5625,0.5139,0.1,1.6732,0.8139,0.8295,1.6577,0.1761,2.7183,-1.1097,-1.4772,0.3025,1.5441,0.3564,2.6212,0.3555,1.4191,0.8736,0.9515,1.2415,0.7039,0.8034,1.5198,1.0654,0.5937,1.913,0.6537,2.7827,0.1532,5.0173,0.1316,2.5063,0.335,16.5925,0.3375,0.82,0.1445,0.5366,0.2158,0.7291,0.1813,0.9911,0.1082,0.7212,0.4426,0.4805,1.0851,0.6225,0.1447,0.6767,0.267,0.4382,0.3279,0.4709,0.2816,0.4583,0.3022,0.164,0.5372,32.0909,44.0909,28.1818,23.1818,45.4545,18.1818,54.5455,81.8182,27.2727,9.0909,27.2727,63.6364,54.5455,36.3636,54.5455,72.7273,45.4545,27.2727,9.0909,54.5455,90.9091,45.4545,72.7273,90.9091,72.7273,90.9091,100.0,100.0,27.2727,9.0909,36.3636,63.6364,63.6364,36.3636,18.1818,9.0909,45.4545,27.2727,45.4545,18.1818,54.5455,81.8182,219.2834,0.3525,156.1465,0.8657
19,EUROPE - EUROPA LEAGUE,2024-12-11,16:30,Fenerbahce,Ath Bilbao,2.3,3.2,3.2,1.44,2.63,1.33,3.4,2.0,1.8,1.8,1.95,0.4348,0.3125,0.3125,0.6944,0.3802,0.7519,0.2941,0.5,0.5556,0.5556,0.5128,0.7187,0.7187,1.3913,1.0,1.3913,1.0,0.9,0.9,0.0,24.2277,24.2277,0.0,0.2813,0.2813,0.0,2.1744,0.416,0.8904,1.5955,1.0908,0.2419,-0.5061,-1.1909,0.6869,1.3021,0.6405,1.0526,0.7254,0.9294,0.5073,0.9945,2.3819,0.6355,0.9966,0.8769,1.2911,0.7815,1.5026,0.7345,3.5264,0.0622,3.1346,0.1817,1.1518,0.1992,4.7594,0.1537,1.8565,0.0511,0.7705,0.1086,0.7656,0.1102,0.8159,0.0764,0.1253,1.7031,0.4734,0.3667,0.9406,0.2714,0.4012,0.3649,0.4233,0.2268,0.4705,0.1862,0.804,0.1598,0.3592,0.3447,34.1818,19.5455,37.0,26.4545,72.7273,45.4545,27.2727,45.4545,72.7273,27.2727,18.1818,36.3636,45.4545,54.5455,90.9091,63.6364,9.0909,36.3636,36.3636,36.3636,63.6364,63.6364,90.9091,81.8182,90.9091,81.8182,100.0,90.9091,9.0909,18.1818,81.8182,45.4545,18.1818,54.5455,63.6364,27.2727,90.9091,36.3636,72.7273,45.4545,27.2727,45.4545,264.9169,0.0834,204.751,0.2646
10,EUROPE - CHAMPIONS LEAGUE,2024-12-11,18:45,Atl. Madrid,Slovan Bratislava,1.07,12.0,34.0,1.17,5.0,1.08,8.0,1.29,3.75,2.38,1.53,0.9346,0.0833,0.0294,0.8547,0.2,0.9259,0.125,0.7752,0.2667,0.4202,0.6536,0.0892,0.0315,11.215,0.3529,31.7757,2.8333,32.93,10.93,22.0,86.5244,79.6306,84.8056,0.9685,0.9108,0.6471,2.3133,0.4842,,,1.188,0.2089,,,0.6234,1.103,,,0.4773,1.0941,,,2.0536,0.5334,,,0.8656,1.349,,,3.1955,0.0545,,,1.3519,0.104,,,1.3303,0.0518,,,0.7393,0.0551,,,0.4601,1.0574,,,0.5708,0.2369,,,0.5045,0.2995,,,0.6605,0.2082,,,48.9091,16.3636,,,45.4545,,45.4545,,36.3636,,36.3636,,54.5455,,72.7273,,27.2727,,18.1818,,81.8182,,81.8182,,81.8182,,90.9091,,18.1818,,63.6364,,36.3636,,36.3636,,72.7273,,45.4545,,45.4545,,256.4369,0.174,,
17,EUROPE - CHAMPIONS LEAGUE,2024-12-11,18:45,Lille,Sturm Graz,1.53,4.2,6.5,1.33,3.25,1.25,4.0,1.73,2.1,1.91,1.91,0.6536,0.2381,0.1538,0.7519,0.3077,0.8,0.25,0.578,0.4762,0.5236,0.5236,0.3643,0.2354,2.7451,0.6462,4.2484,1.5476,4.97,2.67,2.3,68.0794,53.1645,48.9909,0.7646,0.6357,0.3538,1.5957,0.8149,1.8579,0.6368,0.0646,6.7399,0.5628,0.4799,0.7446,1.0083,1.2628,0.692,0.6707,1.2229,0.3965,1.2724,1.7891,0.4646,1.8743,0.4435,1.7245,0.7936,1.3115,0.4598,3.6738,0.079,4.0564,0.0938,3.3757,0.293,2.7483,0.0997,1.2227,0.0714,1.2028,0.0478,0.9954,0.2035,0.8392,0.0491,0.539,0.6165,0.581,0.4589,0.55,0.2191,0.5672,0.1631,0.4099,0.2179,0.4405,0.2418,0.5364,0.2563,0.4966,0.2515,36.0909,38.7273,23.0,49.4545,72.7273,81.8182,27.2727,18.1818,63.6364,72.7273,27.2727,18.1818,72.7273,81.8182,90.9091,90.9091,9.0909,9.0909,27.2727,45.4545,72.7273,54.5455,81.8182,90.9091,81.8182,90.9091,100.0,100.0,18.1818,9.0909,63.6364,72.7273,36.3636,27.2727,54.5455,63.6364,54.5455,54.5455,72.7273,81.8182,27.2727,18.1818,252.6858,0.1685,243.2387,0.2489
3,BOLIVIA - DIVISION PROFESIONAL,2024-12-11,20:00,Santa Cruz,Blooming,3.5,3.25,1.95,1.4,2.75,1.3,3.4,1.98,1.83,1.83,1.83,0.2857,0.3077,0.5128,0.7143,0.3636,0.7692,0.2941,0.5051,0.5464,0.5464,0.5464,1.0769,1.7949,0.9286,1.6667,0.5571,0.6,1.55,0.25,1.3,-37.7757,-7.125,-33.0239,0.7949,0.0769,0.6667,0.7792,1.4986,0.686,1.736,-0.5486,-0.8638,-0.9979,-0.892,0.4783,1.4376,0.2258,2.0686,0.8834,1.1112,0.9236,1.5312,1.3077,0.6012,0.5679,1.1872,1.8563,0.629,1.5658,1.079,4.149,0.1086,2.5382,0.3967,5.9417,0.1076,6.9143,0.2607,0.811,0.0634,0.4516,0.2693,1.0837,0.0447,0.9516,0.0841,0.613,0.4082,0.6637,0.7179,0.5163,0.2119,0.5385,0.366,0.4803,0.2788,0.4686,0.1995,0.3492,0.2892,0.2669,0.5332,37.9091,43.0909,25.9091,25.9091,45.4545,18.1818,54.5455,72.7273,27.2727,9.0909,27.2727,45.4545,72.7273,36.3636,54.5455,54.5455,45.4545,45.4545,45.4545,36.3636,54.5455,63.6364,81.8182,45.4545,81.8182,45.4545,100.0,90.9091,18.1818,54.5455,54.5455,36.3636,45.4545,63.6364,18.1818,9.0909,18.1818,18.1818,45.4545,18.1818,54.5455,72.7273,199.314,0.3012,115.818,0.9467
