Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
18,BOLIVIA - DIVISION PROFESIONAL,2024-11-24,01:00,Royal Pari,Wilstermann,2.1,3.1,3.3,1.5,2.5,1.36,3.0,2.15,1.67,1.91,1.8,0.4762,0.3226,0.303,0.6667,0.4,0.7353,0.3333,0.4651,0.5988,0.5236,0.5556,0.6774,0.6364,1.4762,0.9394,1.5714,1.0645,1.2,1.0,0.2,30.9638,26.5651,5.7106,0.3636,0.3226,0.0606,1.2565,0.9977,0.5291,2.0204,-0.1333,-2.5311,-0.7421,-0.8913,0.2814,1.7342,0.3209,2.4519,0.8275,1.0873,0.5278,1.0127,0.9396,1.2289,0.3689,2.6454,1.0729,0.9964,1.111,0.7349,1.3243,0.2522,2.6947,0.2639,2.5314,0.1397,7.7839,0.1468,0.6107,0.1606,0.4935,0.166,0.8964,0.1056,0.7078,0.155,0.7597,0.0463,0.4231,0.1794,0.4975,0.0507,0.4762,0.1123,0.5036,0.0488,0.4906,0.0118,0.5071,0.0396,0.2728,0.1316,27.71,27.14,9.71,33.0,28.57,28.57,28.57,0.0,42.86,71.43,14.29,0.0,42.86,28.57,57.14,57.14,42.86,42.86,42.86,28.57,57.14,71.43,57.14,42.86,14.29,28.57,85.71,71.43,42.86,57.14,28.57,28.57,71.43,71.43,0.0,14.29,28.57,14.29,57.14,28.57,71.43,71.43,224.9393,0.7037,215.2158,0.8003
21,BRAZIL - SERIE A BETANO,2024-11-24,01:30,Sao Paulo,Atletico-MG,1.73,3.4,4.75,1.62,2.2,1.53,2.5,2.7,1.44,2.25,1.57,0.578,0.2941,0.2105,0.6173,0.4545,0.6536,0.4,0.3704,0.6944,0.4444,0.6369,0.5088,0.3642,1.9653,0.7158,2.7457,1.3971,3.02,1.67,1.35,56.4854,39.8619,34.0193,0.6358,0.4912,0.2842,2.118,0.5919,0.8653,1.2354,0.6413,0.7076,-0.6262,-1.0501,0.9598,0.6016,0.0804,4.7015,0.4871,1.6153,0.7637,0.9898,1.8128,0.4963,0.9972,1.0028,1.1715,0.9857,1.6234,0.6011,3.7701,0.0931,3.3402,0.183,2.0714,0.2955,5.9159,0.1209,1.1815,0.0603,0.5759,0.2724,0.6815,0.1146,0.933,0.1348,0.4187,0.1185,0.6549,0.0687,0.2968,0.1024,0.3491,0.0619,0.553,0.0673,0.5443,0.0241,0.5059,0.0686,0.2946,0.0754,21.14,28.57,42.43,34.86,57.14,14.29,42.86,57.14,57.14,28.57,28.57,0.0,57.14,71.43,85.71,57.14,14.29,42.86,42.86,28.57,57.14,71.43,71.43,85.71,0.0,14.29,100.0,85.71,28.57,14.29,71.43,57.14,28.57,42.86,57.14,0.0,71.43,14.29,100.0,71.43,57.14,85.71,354.635,0.2832,266.4746,0.5961
3,ARGENTINA - TORNEO BETANO,2024-11-24,01:45,Huracan,Boca Juniors,2.95,2.7,2.9,1.78,2.03,1.73,2.0,3.5,1.3,2.5,1.5,0.339,0.3704,0.3448,0.5618,0.4926,0.578,0.5,0.2857,0.7692,0.4,0.6667,1.0926,1.0172,0.9153,0.931,0.9831,1.0741,0.05,0.25,0.2,-1.4321,-7.125,5.7106,0.0172,0.0926,0.069,1.4726,0.8513,0.1573,2.4031,0.4082,0.8101,-1.4199,-0.2837,0.2956,1.8082,0.1833,2.0622,0.2101,2.3227,0.5661,1.3899,0.7369,1.9191,0.1833,2.0622,0.3287,2.3937,1.6033,0.694,2.1929,0.2722,1.2358,1.063,0.7657,0.3044,6.5295,0.0656,0.8331,0.1355,0.3874,0.4316,0.4759,0.1658,1.0303,0.1062,0.5869,0.0869,0.5136,0.1739,0.1773,0.1715,0.3169,0.0451,0.3649,0.1052,0.4131,0.1196,0.5233,0.0547,0.3463,0.0422,8.43,7.57,1.57,39.57,14.29,14.29,28.57,0.0,28.57,85.71,28.57,0.0,14.29,14.29,57.14,42.86,42.86,57.14,14.29,14.29,85.71,85.71,42.86,57.14,42.86,14.29,57.14,85.71,57.14,42.86,28.57,28.57,71.43,71.43,28.57,0.0,42.86,0.0,42.86,14.29,28.57,85.71,253.4516,0.7443,350.7005,0.3701
83,MEXICO - LIGA DE EXPANSION MX,2024-11-24,02:00,Tapatio,Celaya,2.7,3.4,2.45,1.36,2.88,1.23,3.55,1.78,1.87,1.65,2.12,0.3704,0.2941,0.4082,0.7353,0.3472,0.813,0.2817,0.5618,0.5348,0.6061,0.4717,0.7941,1.102,1.2593,1.3878,0.9074,0.7206,0.25,0.7,0.95,-7.125,19.29,-25.4077,0.102,0.2059,0.3878,1.8895,0.6635,1.3535,0.9262,0.6611,1.1826,0.2437,2.1198,0.644,1.1738,0.5753,0.9291,0.2776,1.3617,0.8772,0.4309,1.7715,1.0525,1.8353,1.0159,1.1105,1.1289,1.5916,0.4943,3.6087,0.218,5.6931,0.1384,0.7929,0.6245,3.4716,0.0877,1.4543,0.2152,1.2769,0.1461,0.5257,0.2277,0.9197,0.0851,0.4102,0.3988,0.7762,0.0591,0.5608,0.0765,0.4732,0.0237,0.4981,0.0231,0.4518,0.048,0.6228,0.0922,0.4109,0.0212,30.29,17.14,38.14,34.0,14.29,42.86,71.43,42.86,14.29,42.86,57.14,28.57,14.29,85.71,71.43,85.71,28.57,14.29,14.29,57.14,85.71,42.86,85.71,100.0,0.0,0.0,100.0,100.0,14.29,0.0,42.86,42.86,57.14,57.14,57.14,0.0,71.43,28.57,85.71,85.71,28.57,100.0,284.9979,0.3637,288.431,0.5076
35,COSTA RICA - PRIMERA DIVISION,2024-11-24,02:00,San Carlos,Saprissa,2.75,3.0,2.4,1.44,2.63,1.29,3.5,1.95,1.85,1.73,2.0,0.3636,0.3333,0.4167,0.6944,0.3802,0.7752,0.2857,0.5128,0.5405,0.578,0.5,0.9167,1.1458,1.0909,1.25,0.8727,0.8,0.35,0.25,0.6,-9.9262,7.125,-16.6992,0.1458,0.0833,0.25,1.7554,0.609,1.0621,1.4235,0.901,0.3158,-0.3703,-1.1888,1.0382,1.0718,0.455,1.1747,0.3042,1.7571,0.0889,4.252,1.6868,0.9056,1.1131,1.1431,0.7857,1.0392,1.4834,0.5304,1.8585,0.3116,2.4343,0.1522,1.2157,0.5287,2.8328,0.2788,0.9497,0.2486,0.8985,0.0762,0.7355,0.0751,0.8985,0.131,0.7531,0.0675,0.5774,0.0384,0.5778,0.0318,0.4986,0.0341,0.5299,0.0766,0.5166,0.0676,0.6138,0.1031,0.5113,0.027,23.57,24.86,25.57,46.43,57.14,57.14,28.57,14.29,57.14,71.43,14.29,0.0,71.43,57.14,71.43,42.86,28.57,57.14,57.14,14.29,42.86,85.71,85.71,100.0,14.29,0.0,85.71,100.0,14.29,0.0,57.14,57.14,42.86,42.86,57.14,28.57,42.86,42.86,85.71,71.43,71.43,85.71,139.2231,1.1442,317.9945,0.3136
36,COSTA RICA - PRIMERA DIVISION,2024-11-24,03:00,Alajuelense,Puntarenas FC,1.22,5.5,10.0,1.3,3.4,1.18,4.5,1.62,2.25,2.1,1.67,0.8197,0.1818,0.1,0.7692,0.2941,0.8475,0.2222,0.6173,0.4444,0.4762,0.5988,0.2218,0.122,4.5082,0.55,8.1967,1.8182,8.78,4.28,4.5,77.1675,64.9538,66.0375,0.878,0.7782,0.45,2.2257,0.4385,0.6354,1.7845,1.1064,0.1647,-0.7112,-1.0145,0.4568,2.4359,0.3332,1.4646,0.7322,0.73,1.0632,0.5431,2.0525,0.5208,0.6852,1.6548,0.946,0.7295,1.3964,0.5413,3.18,0.0668,6.5719,0.2486,1.0757,0.2429,9.4011,0.0376,1.4109,0.0637,0.5332,0.1425,0.6967,0.1529,0.8904,0.119,0.4355,0.1541,0.524,0.1725,0.5807,0.0446,0.5304,0.0607,0.4349,0.0878,0.5185,0.0249,0.6791,0.0505,0.2093,0.1386,38.86,23.14,3.14,24.14,14.29,28.57,85.71,0.0,14.29,85.71,28.57,0.0,71.43,28.57,100.0,85.71,0.0,14.29,14.29,42.86,85.71,57.14,85.71,42.86,0.0,14.29,100.0,85.71,14.29,57.14,71.43,28.57,28.57,71.43,42.86,0.0,71.43,14.29,100.0,28.57,71.43,85.71,281.9165,0.4601,304.2434,0.4377
5,AUSTRALIA - A-LEAGUE,2024-11-24,03:30,Wellington Phoenix,Melbourne Victory,4.33,3.4,1.8,1.44,2.63,1.36,3.2,2.1,1.73,1.95,1.8,0.2309,0.2941,0.5556,0.6944,0.3802,0.7353,0.3125,0.4762,0.578,0.5128,0.5556,1.2735,2.4056,0.7852,1.8889,0.4157,0.5294,2.53,0.93,1.6,-51.6731,-24.9384,-38.6598,1.4056,0.2735,0.8889,2.5469,0.4452,1.1038,1.2187,1.0036,0.3335,-0.3739,-1.2033,0.5617,1.3457,0.2342,2.0837,0.1879,2.0117,0.2342,2.0837,1.7191,0.5234,1.2278,0.7747,0.7156,1.3292,1.6017,0.7079,3.6516,0.1028,2.8916,0.1214,1.9501,0.2041,3.7673,0.1017,1.0878,0.0947,0.8677,0.066,0.6592,0.1515,1.0106,0.0973,0.5711,0.135,0.6837,0.0551,0.6621,0.0375,0.6295,0.0421,0.5389,0.0547,0.4432,0.0772,0.4614,0.0464,0.4496,0.046,42.14,21.14,38.57,55.29,14.29,42.86,85.71,28.57,14.29,28.57,42.86,14.29,42.86,71.43,71.43,42.86,28.57,57.14,14.29,14.29,85.71,85.71,71.43,71.43,0.0,14.29,100.0,85.71,28.57,28.57,57.14,71.43,42.86,28.57,57.14,14.29,85.71,28.57,100.0,71.43,42.86,85.71,317.4798,0.0203,266.2889,0.5665
137,USA - MLS,2024-11-24,04:30,Los Angeles FC,Seattle Sounders,1.91,3.6,3.7,1.4,2.75,1.3,3.4,2.03,1.83,1.91,1.91,0.5236,0.2778,0.2703,0.7143,0.3636,0.7692,0.2941,0.4926,0.5464,0.5236,0.5236,0.5306,0.5162,1.8848,0.973,1.9372,1.0278,1.79,1.69,0.1,41.8285,40.1978,2.8624,0.4838,0.4694,0.027,1.2334,1.1329,1.8417,0.7949,-0.8957,-0.5339,1.0807,0.8708,0.3924,1.3621,0.6915,1.0931,0.7518,0.6491,0.5968,1.3184,1.1212,0.8484,2.0746,0.6817,2.0169,0.8024,0.9939,1.0061,1.7643,0.4308,6.4427,0.1574,1.2642,0.2093,2.3072,0.1877,0.994,0.2522,1.1688,0.1141,0.7797,0.1084,0.526,0.1823,0.5635,0.2761,0.6834,0.0549,0.8793,0.025,0.5455,0.031,0.5153,0.0549,0.6049,0.0822,0.7023,0.0103,0.3377,0.0278,41.57,34.71,28.86,18.29,28.57,28.57,57.14,57.14,42.86,42.86,14.29,28.57,71.43,42.86,100.0,71.43,0.0,28.57,14.29,42.86,85.71,57.14,85.71,71.43,0.0,0.0,100.0,100.0,14.29,28.57,42.86,71.43,57.14,28.57,28.57,42.86,42.86,57.14,85.71,85.71,85.71,57.14,277.8393,0.4587,328.1391,0.3075
106,SOUTH KOREA - K LEAGUE 1,2024-11-24,06:00,Gwangju FC,Jeonbuk,2.5,3.3,2.7,1.4,2.75,1.3,3.4,2.03,1.83,1.73,2.0,0.4,0.303,0.3704,0.7143,0.3636,0.7692,0.2941,0.4926,0.5464,0.578,0.5,0.7576,0.9259,1.32,1.2222,1.08,0.8182,0.2,0.8,0.6,5.7106,21.8014,-16.6992,0.0741,0.2424,0.2222,1.6001,0.9449,1.1122,1.2095,0.0552,8.8859,-0.0794,-18.7242,0.1504,2.5133,0.4179,1.279,0.1032,3.6628,0.5882,1.3376,1.1218,1.0293,2.044,1.0184,1.0666,0.647,2.1234,0.9419,2.4784,0.1672,4.7802,0.2622,1.9085,0.135,5.4473,0.1066,0.7265,0.0966,1.0513,0.222,0.6551,0.1079,1.1228,0.0778,0.717,0.0622,0.6339,0.0596,0.4364,0.0582,0.5627,0.0283,0.5266,0.0374,0.5796,0.0373,0.453,0.0318,0.3884,0.0425,29.57,65.43,23.86,19.86,42.86,14.29,14.29,57.14,42.86,28.57,14.29,28.57,42.86,42.86,28.57,85.71,71.43,14.29,0.0,14.29,100.0,85.71,71.43,71.43,0.0,14.29,100.0,85.71,28.57,28.57,28.57,71.43,71.43,28.57,14.29,42.86,42.86,28.57,57.14,71.43,85.71,57.14,266.5949,0.3779,310.0411,0.5123
6,AUSTRALIA - A-LEAGUE,2024-11-24,06:00,Macarthur FC,Auckland FC,2.8,3.7,2.2,1.3,3.4,1.2,4.5,1.62,2.3,1.53,2.38,0.3571,0.2703,0.4545,0.7692,0.2941,0.8333,0.2222,0.6173,0.4348,0.6536,0.4202,0.7568,1.2727,1.3214,1.6818,0.7857,0.5946,0.6,0.9,1.5,-16.6992,24.2277,-36.8699,0.2727,0.2432,0.6818,1.7621,0.9101,,,0.2158,4.664,,,1.0838,1.8232,,,0.8923,1.3616,,,1.8794,1.1257,,,1.6636,0.8296,,,3.8286,0.1014,,,3.8573,0.131,,,1.0661,0.1081,,,0.9946,0.1412,,,0.6772,0.0907,,,0.8465,0.0111,,,0.5137,0.161,,,0.4179,0.0696,,,40.14,27.14,,,28.57,,57.14,,42.86,,14.29,,57.14,,71.43,,28.57,,42.86,,57.14,,85.71,,0.0,,100.0,,14.29,,71.43,,28.57,,28.57,,57.14,,85.71,,71.43,,350.5129,0.0337,,
