Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
11,BOLIVIA - DIVISION PROFESIONAL,2024-11-01,01:00,Guabira,Oriente Petrolero,2.6,3.3,2.4,1.4,2.75,1.3,3.4,1.98,1.83,1.73,2.0,0.3846,0.303,0.4167,0.7143,0.3636,0.7692,0.2941,0.5051,0.5464,0.578,0.5,0.7879,1.0833,1.2692,1.375,0.9231,0.7273,0.2,0.7,0.9,-5.7106,19.29,-24.2277,0.0833,0.2121,0.375,1.7384,0.9225,1.1544,1.3891,-0.0056,-128.8393,-0.7361,-1.3887,0.8748,1.6734,1.0102,0.6831,0.653,1.4567,1.4286,0.7789,1.5091,1.1386,1.6998,0.5741,1.5147,0.7486,2.4359,0.5522,3.1815,0.1024,7.2329,0.1479,3.563,0.2056,11.6374,0.0135,1.0438,0.1041,0.7731,0.1164,1.1152,0.0917,1.0589,0.0665,0.7613,0.0454,0.5452,0.1108,0.5669,0.0215,0.6717,0.0243,0.5198,0.0612,0.5374,0.0819,0.5161,0.0595,0.2606,0.1044,26.57,33.57,24.0,24.86,28.57,42.86,42.86,42.86,57.14,57.14,14.29,28.57,42.86,71.43,57.14,71.43,42.86,28.57,42.86,71.43,57.14,28.57,57.14,85.71,0.0,0.0,100.0,100.0,42.86,14.29,57.14,71.43,42.86,28.57,14.29,14.29,57.14,42.86,71.43,85.71,71.43,85.71,351.4157,0.0282,357.3186,0.0397
2,ARGENTINA - TORNEO BETANO,2024-11-01,01:15,Godoy Cruz,Atl. Tucuman,2.16,3.1,3.7,1.53,2.38,1.5,2.5,2.5,1.5,2.1,1.67,0.463,0.3226,0.2703,0.6536,0.4202,0.6667,0.4,0.4,0.6667,0.4762,0.5988,0.6968,0.5838,1.4352,0.8378,1.713,1.1935,1.54,0.94,0.6,37.5963,25.1735,16.6992,0.4162,0.3032,0.1622,1.923,0.5559,1.0899,1.1502,0.6315,0.3732,-0.4645,-1.921,1.2682,0.75,0.4521,1.1823,0.7075,0.7555,0.5415,1.453,1.5303,0.741,0.7886,0.8751,0.8988,0.4206,1.2531,1.1286,3.8443,0.1767,2.7143,0.2175,1.7086,0.1061,6.3286,0.1238,1.1014,0.1317,0.5021,0.1729,0.6013,0.0416,0.7164,0.2462,0.6087,0.037,0.588,0.0466,0.2405,0.0973,0.2534,0.0813,0.6049,0.0835,0.4432,0.0855,0.4884,0.0414,0.29,0.0255,36.86,31.71,28.71,26.71,28.57,28.57,71.43,42.86,28.57,42.86,57.14,14.29,85.71,42.86,100.0,57.14,0.0,42.86,57.14,14.29,42.86,85.71,85.71,57.14,0.0,14.29,100.0,85.71,14.29,42.86,28.57,14.29,71.43,85.71,57.14,28.57,42.86,28.57,100.0,71.43,85.71,57.14,241.0781,0.5938,266.4099,0.5965
3,ARGENTINA - TORNEO BETANO,2024-11-01,01:15,Rosario Central,Barracas Central,1.58,3.55,7.0,1.57,2.25,1.53,2.38,2.6,1.48,2.63,1.44,0.6329,0.2817,0.1429,0.6369,0.4444,0.6536,0.4202,0.3846,0.6757,0.3802,0.6944,0.4451,0.2257,2.2468,0.5071,4.4304,1.9718,5.42,1.97,3.45,69.7458,44.567,59.8987,0.7743,0.5549,0.4929,1.9545,0.6605,0.9059,1.18,0.9109,0.5536,-0.2546,-1.9419,0.7061,1.5758,0.1518,2.4901,0.447,1.1957,0.7015,1.0775,1.752,0.7877,0.5937,0.9003,0.841,1.0698,0.8483,1.0606,4.3072,0.1564,2.9643,0.3245,2.0714,0.1369,4.2855,0.3977,1.067,0.0824,0.2981,0.4787,0.6385,0.1242,0.441,0.3406,0.636,0.0653,0.714,0.0667,0.1727,0.2061,0.3411,0.0534,0.4841,0.1124,0.4505,0.0484,0.4198,0.0729,0.1677,0.1121,48.29,14.71,31.0,18.29,14.29,14.29,71.43,42.86,28.57,28.57,28.57,0.0,42.86,42.86,71.43,57.14,28.57,42.86,28.57,28.57,71.43,71.43,57.14,42.86,0.0,28.57,100.0,71.43,42.86,57.14,42.86,28.57,57.14,71.43,28.57,0.0,57.14,14.29,85.71,57.14,57.14,57.14,278.8379,0.466,219.0331,0.7973
43,MEXICO - LIGA DE EXPANSION MX,2024-11-01,04:00,Atl. Morelia,Tlaxcala,2.2,3.25,2.9,1.38,2.75,1.3,3.05,1.98,1.68,1.81,1.91,0.4545,0.3077,0.3448,0.7246,0.3636,0.7692,0.3279,0.5051,0.5952,0.5525,0.5236,0.6769,0.7586,1.4773,1.1207,1.3182,0.8923,0.7,1.05,0.35,19.29,27.6995,-9.9262,0.2414,0.3231,0.1207,0.4081,2.7785,0.82,1.3037,-1.2232,-0.3765,-0.6483,-1.2337,0.5145,1.8968,0.4144,1.2898,0.83,0.9107,1.0627,0.941,0.9164,1.26,0.7417,1.0191,2.1397,0.6609,1.39,1.2261,2.9273,0.1037,2.407,0.3504,4.2301,0.2904,6.5145,0.0869,0.8727,0.1081,0.4147,0.2132,1.1584,0.1922,0.7719,0.0599,0.6872,0.0987,0.5055,0.0477,0.4401,0.0736,0.4946,0.0512,0.5279,0.0208,0.5547,0.0718,0.4597,0.0637,0.2581,0.0337,28.86,43.14,24.43,22.43,14.29,14.29,42.86,28.57,57.14,42.86,14.29,14.29,57.14,42.86,57.14,85.71,42.86,14.29,42.86,42.86,57.14,57.14,71.43,42.86,0.0,14.29,100.0,85.71,28.57,57.14,42.86,14.29,57.14,85.71,28.57,14.29,14.29,14.29,57.14,57.14,100.0,71.43,309.1682,0.3126,266.7012,0.5943
34,INDONESIA - LIGA 1,2024-11-01,09:30,Barito Putera,Arema FC,2.65,3.15,2.4,1.3,3.15,1.22,4.0,1.75,2.0,1.58,2.25,0.3774,0.3175,0.4167,0.7692,0.3175,0.8197,0.25,0.5714,0.5,0.6329,0.4444,0.8413,1.1042,1.1887,1.3125,0.9057,0.7619,0.25,0.5,0.75,-7.125,14.0362,-20.556,0.1042,0.1587,0.3125,1.8362,0.5822,1.2026,1.1186,0.5575,0.6276,-0.4375,-1.536,0.7546,1.0017,0.7345,1.0291,0.7848,0.6218,1.0403,0.8648,1.9897,0.6761,1.2294,0.7737,1.4322,0.7769,1.6669,1.0635,3.5072,0.1855,3.5858,0.326,3.2859,0.2102,4.0859,0.1349,0.8498,0.0784,0.7343,0.1098,0.8498,0.1117,0.8772,0.1139,0.7653,0.0464,0.8113,0.0791,0.5914,0.0157,0.5328,0.0535,0.4933,0.0464,0.5044,0.0587,0.4139,0.1032,0.3258,0.0491,37.43,24.86,32.29,20.43,0.0,28.57,85.71,57.14,0.0,28.57,57.14,28.57,71.43,71.43,85.71,71.43,14.29,28.57,42.86,71.43,57.14,28.57,71.43,71.43,14.29,14.29,85.71,85.71,28.57,28.57,57.14,57.14,42.86,42.86,28.57,0.0,42.86,28.57,85.71,85.71,71.43,71.43,191.5631,0.8328,270.8642,0.558
5,AUSTRALIA - A-LEAGUE,2024-11-01,09:35,Brisbane Roar,Sydney FC,3.0,3.6,2.15,1.3,3.4,1.2,4.5,1.67,2.2,1.53,2.38,0.3333,0.2778,0.4651,0.7692,0.2941,0.8333,0.2222,0.5988,0.4545,0.6536,0.4202,0.8333,1.3953,1.2,1.6744,0.7167,0.5972,0.85,0.6,1.45,-23.0255,16.6992,-35.9421,0.3953,0.1667,0.6744,1.4369,0.9362,1.3928,0.9658,0.3341,2.4436,0.4528,1.3832,1.0648,1.3748,1.2838,0.8327,0.7043,1.0733,0.2892,2.7206,2.1652,0.7742,1.5908,0.9504,1.8312,0.3769,1.1379,0.8359,5.327,0.1813,2.5802,0.3137,4.3644,0.0647,2.3701,0.1564,1.3096,0.1159,0.9026,0.1647,1.2382,0.0294,0.9026,0.1026,0.8377,0.1123,0.7869,0.0891,0.9024,0.0236,0.8177,0.0226,0.3247,0.1857,0.4216,0.1383,0.4763,0.0405,0.5194,0.0676,35.57,37.14,11.86,45.43,42.86,57.14,42.86,14.29,57.14,71.43,0.0,14.29,85.71,71.43,71.43,85.71,28.57,14.29,42.86,42.86,57.14,57.14,100.0,71.43,0.0,14.29,100.0,85.71,0.0,28.57,71.43,57.14,28.57,42.86,14.29,57.14,28.57,28.57,85.71,71.43,100.0,85.71,277.1502,0.4608,266.9143,0.5749
41,JAPAN - J1 LEAGUE,2024-11-01,11:00,Kawasaki Frontale,Kashima Antlers,2.25,3.5,2.7,1.33,3.25,1.22,4.0,1.7,2.1,1.62,2.2,0.4444,0.2857,0.3704,0.7519,0.3077,0.8197,0.25,0.5882,0.4762,0.6173,0.4545,0.6429,0.8333,1.5556,1.2963,1.2,0.7714,0.45,1.25,0.8,12.6804,32.0054,-21.8014,0.1667,0.3571,0.2963,1.7767,0.6017,0.5316,2.133,0.7292,0.4454,-0.8331,-0.829,1.1978,0.7941,1.1978,0.5761,0.1537,2.4593,0.6917,1.1375,1.6356,0.5816,1.5681,0.5018,0.9064,0.417,2.4013,0.5221,3.9215,0.0867,4.6614,0.1911,1.6657,0.2218,6.3014,0.0615,1.0826,0.087,1.053,0.0874,0.5826,0.2164,1.3387,0.0654,0.6899,0.0562,0.683,0.0782,0.6607,0.0652,0.5096,0.1087,0.4448,0.1281,0.4325,0.095,0.4509,0.0419,0.3917,0.0664,29.29,60.71,32.86,46.43,85.71,71.43,14.29,28.57,71.43,71.43,14.29,14.29,85.71,85.71,85.71,85.71,14.29,14.29,42.86,57.14,57.14,42.86,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,42.86,100.0,57.14,0.0,71.43,57.14,42.86,14.29,100.0,100.0,85.71,85.71,205.442,0.7022,312.2644,0.3179
42,JAPAN - J1 LEAGUE,2024-11-01,11:00,Vissel Kobe,Iwata,1.33,4.6,8.0,1.36,3.0,1.25,3.75,1.8,2.0,2.1,1.67,0.7519,0.2174,0.125,0.7353,0.3333,0.8,0.2667,0.5556,0.5,0.4762,0.5988,0.2891,0.1663,3.4586,0.575,6.015,1.7391,6.67,3.27,3.4,73.3086,58.5492,59.5345,0.8338,0.7109,0.425,2.0015,0.5341,0.7475,1.4886,0.7412,0.2545,-1.6822,-0.8595,1.0956,0.6299,0.4467,1.7614,0.2903,1.681,1.314,1.0503,1.7639,0.606,0.7314,1.3005,1.0227,1.1291,2.4137,0.7119,3.2215,0.1962,3.7425,0.2275,2.1929,0.109,10.7275,0.0451,1.2375,0.1446,0.5447,0.2576,0.9518,0.0548,1.3304,0.0858,0.5932,0.1306,0.6059,0.089,0.5228,0.0593,0.5175,0.0414,0.4871,0.0341,0.5217,0.0105,0.6179,0.0193,0.2322,0.0732,21.0,19.57,13.14,28.14,28.57,14.29,57.14,28.57,28.57,71.43,57.14,14.29,57.14,28.57,85.71,85.71,14.29,14.29,42.86,57.14,57.14,42.86,71.43,100.0,14.29,0.0,85.71,100.0,28.57,0.0,57.14,57.14,42.86,42.86,71.43,28.57,57.14,14.29,85.71,42.86,57.14,85.71,276.2754,0.581,316.1264,0.3924
67,SOUTH KOREA - K LEAGUE 1,2024-11-01,11:30,Ulsan HD,Gangwon,2.05,3.3,3.6,1.44,2.63,1.36,3.0,2.1,1.7,1.91,1.8,0.4878,0.303,0.2778,0.6944,0.3802,0.7353,0.3333,0.4762,0.5882,0.5236,0.5556,0.6212,0.5694,1.6098,0.9167,1.7561,1.0909,1.55,1.25,0.3,37.7757,32.0054,8.5308,0.4306,0.3788,0.0833,1.8355,0.7975,0.936,1.5109,0.2667,1.0184,-0.9544,-0.7363,0.8194,1.098,0.1453,2.6015,0.3155,1.5468,0.6754,1.1192,1.6195,0.9993,0.5303,1.4837,1.3527,1.1059,1.4848,0.5299,3.0729,0.3124,1.95,0.3948,1.9972,0.2327,4.2712,0.1142,1.0517,0.2899,0.5326,0.2165,0.766,0.1432,0.8898,0.1245,0.5164,0.1048,0.6064,0.0351,0.5788,0.0238,0.4674,0.028,0.568,0.0613,0.5221,0.0354,0.5319,0.038,0.3509,0.0333,34.14,24.57,27.71,31.0,28.57,0.0,57.14,42.86,42.86,57.14,28.57,14.29,42.86,28.57,71.43,57.14,28.57,42.86,28.57,28.57,71.43,71.43,42.86,85.71,0.0,0.0,100.0,100.0,57.14,14.29,42.86,14.29,57.14,85.71,57.14,0.0,57.14,28.57,85.71,42.86,57.14,85.71,353.3362,0.2883,316.8514,0.3123
52,PORTUGAL - LIGA 3,2024-11-01,12:00,Lusitania FC,Sao Joao Ver,1.65,3.6,4.85,1.35,2.63,1.3,3.25,1.89,1.82,1.91,1.8,0.6061,0.2778,0.2062,0.7407,0.3802,0.7692,0.3077,0.5291,0.5495,0.5236,0.5556,0.4583,0.3402,2.1818,0.7423,2.9394,1.3472,3.2,1.95,1.25,57.9946,44.2748,32.0054,0.6598,0.5417,0.2577,2.5962,0.4368,0.4449,1.2014,1.322,0.3909,-0.6989,-0.4716,0.5836,1.3482,0.3308,1.4752,0.4598,1.7112,0.5887,0.9079,2.4023,0.5218,0.7285,1.0376,1.0803,0.9895,1.4275,0.3744,3.6787,0.1086,2.3116,0.152,1.7171,0.1524,5.2229,0.1369,1.2826,0.0765,0.5191,0.2803,0.7826,0.0974,0.9477,0.0885,0.4843,0.1297,0.63,0.0394,0.4788,0.034,0.3647,0.0189,0.4904,0.0312,0.528,0.0269,0.5652,0.0317,0.3239,0.1087,46.0,18.43,27.86,38.14,42.86,14.29,57.14,42.86,42.86,57.14,0.0,14.29,57.14,57.14,57.14,57.14,42.86,42.86,42.86,28.57,57.14,71.43,71.43,71.43,0.0,0.0,100.0,100.0,28.57,28.57,71.43,28.57,28.57,71.43,14.29,0.0,85.71,0.0,100.0,57.14,57.14,100.0,321.038,0.0394,239.8468,0.5691
