Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Ov05,HT_Odd_Un05,FT_Odd_Ov15,FT_Odd_Un15,FT_Odd_Ov25,FT_Odd_Un25,FT_Odd_BTTS_Y,FT_Odd_BTTS_N,Prob_H,Prob_D,Prob_A,Prob_Ov05_HT,Prob_Un05_HT,Prob_Ov15_FT,Prob_Un15_FT,Prob_Ov25_FT,Prob_Un25_FT,Prob_BTTS_Y_FT,Prob_BTTS_N_FT,H_D,H_A,D_H,D_A,A_H,A_D,Dif_Abs_HomeAway,Dif_Abs_HomeDraw,Dif_Abs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,Dif_Perc_HomeAway,Dif_Perc_HomeDraw,Dif_Perc_DrawAway,Media_Ptos_Home,CV_Ptos_Home,Media_Ptos_Away,CV_Ptos_Away,Media_SG_Home,CV_SG_Home,Media_SG_Away,CV_SG_Away,Media_GM_Home_1P,CV_GM_Home_1P,Media_GM_Away_1P,CV_GM_Away_1P,Media_GS_Home_1P,CV_GS_Home_1P,Media_GS_Away_1P,CV_GS_Away_1P,Media_GM_Home,CV_GM_Home,Media_GM_Away,CV_GM_Away,Media_GS_Home,CV_GS_Home,Media_GS_Away,CV_GS_Away,Media_CGM_Home_01,CV_CGM_Home_01,Media_CGM_Away_01,CV_CGM_Away_01,Media_CGS_Home_01,CV_CGS_Home_01,Media_CGS_Away_01,CV_CGS_Away_01,Media_CGM_Home_02,CV_CGM_Home_02,Media_CGM_Away_02,CV_CGM_Away_02,Media_CGS_Home_02,CV_CGS_Home_02,Media_CGS_Away_02,CV_CGS_Away_02,Media_RPS_MO_Home,CV_RPS_MO_Home,Media_RPS_MO_Away,CV_RPS_MO_Away,Media_RPS_OvUn_Home,CV_RPS_OvUn_Home,Media_RPS_OvUn_Away,CV_RPS_OvUn_Away,Media_RPS_BTTS_Home,CV_RPS_BTTS_Home,Media_RPS_BTTS_Away,CV_RPS_BTTS_Away,Media_Prob_Home,CV_Med_Prob_Home,Media_Prob_Away,CV_Med_Prob_Away,Med_Prim_Golo_Marcado_Home,Med_Prim_Golo_Sofrido_Home,Med_Prim_Golo_Marcado_Away,Med_Prim_Golo_Sofrido_Away,Porc_Marcou_Primeiro_Golo_Home,Porc_Marcou_Primeiro_Golo_Away,Porc_Sofreu_Primeiro_Golo_Home,Porc_Sofreu_Primeiro_Golo_Away,Porc_Marcou_Primeiro_Golo_Home_1P,Porc_Marcou_Primeiro_Golo_Away_1P,Porc_Sofreu_Primeiro_Golo_Home_1P,Porc_Sofreu_Primeiro_Golo_Away_1P,Porc_BTTS_Y_Home,Porc_BTTS_Y_Away,Porc_Over05HT_Home,Porc_Over05HT_Away,Porc_Under05HT_Home,Porc_Under05HT_Away,Porc_Over15HT_Home,Porc_Over15HT_Away,Porc_Under15HT_Home,Porc_Under15HT_Away,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Under05FT_Home,Porc_Under05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Under15FT_Home,Porc_Under15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_Under25FT_Home,Porc_Under25FT_Away,Porc_Home_Win_HT,Porc_Away_Win_HT,Porc_Home_Win_FT,Porc_Away_Win_FT,Porc_Score_Min_1G_Home,Porc_Score_Min_1G_Away,Porc_Took_Min_1G_Home,Porc_Took_Min_1G_Away,Med_Power_Ranking_Home,CV_pwr_Home,Med_Power_Ranking_Away,CV_pwr_Away
22,BOLIVIA - DIVISION PROFESIONAL,2024-11-02,00:00,SA Bulo Bulo,Wilstermann,4.5,3.4,1.7,1.5,2.5,1.36,3.0,2.2,1.65,2.1,1.67,0.2222,0.2941,0.5882,0.6667,0.4,0.7353,0.3333,0.4545,0.6061,0.4762,0.5988,1.3235,2.6471,0.7556,2.0,0.3778,0.5,2.8,1.1,1.7,-54.4623,-28.8108,-40.3645,1.6471,0.3235,1.0,0.6479,1.7174,0.5075,1.0532,-1.1065,-0.4919,-0.9733,-0.8211,0.7248,1.0429,0.2519,3.0008,0.343,1.5583,0.4124,1.2961,1.0402,1.1101,0.2519,3.0008,2.1467,0.4658,1.2252,0.9917,3.1186,0.204,1.0428,1.0443,4.5185,0.2429,5.8071,0.0519,0.9596,0.2811,0.256,0.5492,1.2453,0.138,0.5417,0.1619,0.741,0.113,0.5549,0.1613,0.5466,0.0602,0.4779,0.104,0.4752,0.0482,0.4527,0.0183,0.4906,0.0858,0.2263,0.2254,14.86,49.71,4.0,27.71,57.14,14.29,0.0,0.0,100.0,57.14,0.0,0.0,57.14,14.29,71.43,42.86,28.57,57.14,42.86,14.29,57.14,85.71,85.71,42.86,0.0,42.86,100.0,57.14,14.29,57.14,71.43,28.57,28.57,71.43,28.57,14.29,14.29,0.0,57.14,14.29,100.0,57.14,232.7844,0.546,164.9465,1.0529
235,USA - MLS,2024-11-02,00:30,Charlotte,Orlando City,2.38,3.7,2.62,1.33,3.25,1.2,4.33,1.7,2.1,1.62,2.2,0.4202,0.2703,0.3817,0.7519,0.3077,0.8333,0.2309,0.5882,0.4762,0.6173,0.4545,0.6432,0.9084,1.5546,1.4122,1.1008,0.7081,0.24,1.32,1.08,6.8428,33.4248,-28.369,0.0916,0.3568,0.4122,1.4354,0.9735,1.532,1.0467,0.4528,0.9284,0.0793,11.768,1.0699,0.8409,0.6631,1.4345,0.4384,1.2192,1.1245,0.8893,1.7188,0.9155,2.3118,0.4813,1.266,0.8789,2.2326,0.7314,3.5186,0.1826,6.9715,0.1182,2.3715,0.1715,4.8856,0.0644,1.2748,0.1579,1.3985,0.1116,0.9177,0.1335,0.9699,0.0778,0.599,0.114,0.59,0.0973,0.6855,0.0414,0.6785,0.043,0.5261,0.0952,0.4015,0.0643,0.5497,0.0335,0.3683,0.0573,22.57,30.0,37.29,27.86,42.86,14.29,42.86,71.43,57.14,28.57,42.86,28.57,57.14,71.43,85.71,100.0,14.29,0.0,42.86,42.86,57.14,57.14,71.43,100.0,0.0,0.0,100.0,100.0,28.57,0.0,57.14,100.0,42.86,0.0,57.14,42.86,42.86,57.14,85.71,85.71,71.43,85.71,277.2215,0.4701,363.8367,0.0295
27,BRAZIL - SERIE A BETANO,2024-11-02,01:00,Fluminense,Gremio,1.95,3.4,3.6,1.57,2.25,1.53,2.5,2.5,1.5,2.1,1.67,0.5128,0.2941,0.2778,0.6369,0.4444,0.6536,0.4,0.4,0.6667,0.4762,0.5988,0.5735,0.5417,1.7436,0.9444,1.8462,1.0588,1.65,1.45,0.2,39.5226,35.9421,5.7106,0.4583,0.4265,0.0556,1.8624,0.6932,1.6283,0.7699,0.4507,0.7453,0.5225,1.1144,0.3774,1.4163,0.8942,0.7718,0.1518,2.4901,0.5894,1.3349,0.7922,0.8711,1.4934,0.6535,0.3414,1.4294,0.9709,1.03,1.9144,0.2052,4.543,0.2271,0.4857,1.9473,3.1858,0.3025,0.6439,0.1131,0.7795,0.2413,0.2867,0.6931,0.5652,0.2429,0.5154,0.1451,0.6793,0.146,0.2887,0.1676,0.4154,0.051,0.4237,0.0713,0.5006,0.0164,0.4306,0.0471,0.2732,0.0794,37.71,18.71,26.0,18.86,0.0,42.86,71.43,42.86,14.29,42.86,42.86,28.57,14.29,57.14,42.86,71.43,57.14,28.57,14.29,57.14,85.71,42.86,28.57,71.43,14.29,14.29,85.71,85.71,71.43,28.57,0.0,57.14,100.0,42.86,28.57,28.57,57.14,42.86,71.43,85.71,28.57,57.14,303.9344,0.5039,271.8332,0.5995
1,ARGENTINA - TORNEO BETANO,2024-11-02,01:15,Union de Santa Fe,Newells Old Boys,2.06,2.95,4.35,1.62,2.2,1.53,2.38,2.7,1.44,2.38,1.53,0.4854,0.339,0.2299,0.6173,0.4545,0.6536,0.4202,0.3704,0.6944,0.4202,0.6536,0.6983,0.4736,1.432,0.6782,2.1117,1.4746,2.29,0.89,1.4,48.8673,23.9891,34.992,0.5264,0.3017,0.3218,1.9401,0.6654,0.8064,1.3256,0.6613,0.5613,-0.704,-0.8287,0.3788,2.0771,0.4093,1.9223,0.367,1.4564,0.567,1.7212,1.1534,1.1965,0.6398,1.7391,0.4921,1.5989,1.3438,0.9469,2.0002,0.1969,2.2713,0.2461,1.1215,0.4076,5.3852,0.0691,0.7401,0.1461,0.4914,0.1927,0.5258,0.2495,0.8486,0.0909,0.6626,0.0602,0.6273,0.0558,0.1999,0.0735,0.219,0.0689,0.3568,0.1869,0.4615,0.0804,0.4802,0.0306,0.2685,0.0868,29.29,10.0,14.71,45.14,0.0,28.57,57.14,14.29,14.29,71.43,28.57,0.0,28.57,28.57,57.14,42.86,42.86,57.14,28.57,28.57,71.43,71.43,57.14,57.14,28.57,14.29,71.43,85.71,42.86,42.86,42.86,28.57,57.14,71.43,14.29,14.29,57.14,14.29,57.14,42.86,42.86,71.43,252.0791,0.686,228.5428,0.6851
2,ARGENTINA - TORNEO BETANO,2024-11-02,02:00,Argentinos Jrs,Velez Sarsfield,3.35,3.05,2.33,1.5,2.5,1.4,2.75,2.35,1.57,2.0,1.75,0.2985,0.3279,0.4292,0.6667,0.4,0.7143,0.3636,0.4255,0.6369,0.5,0.5714,1.0984,1.4378,0.9104,1.309,0.6955,0.7639,1.02,0.3,0.72,-27.0216,-8.5308,-19.7989,0.4378,0.0984,0.309,1.7387,0.721,1.535,0.9537,0.6863,0.5429,0.4246,1.6302,0.4069,1.9336,0.5983,0.8156,0.1289,2.9325,0.1462,2.5855,1.0288,1.2549,1.3785,1.2363,0.3425,2.2972,0.9539,1.2737,2.5785,0.2747,4.0142,0.1125,0.5,1.567,2.1913,0.1294,0.8195,0.2028,1.1502,0.1755,0.3909,0.4513,0.6502,0.122,0.7015,0.0582,0.5727,0.0698,0.2203,0.1739,0.2475,0.0549,0.3123,0.2149,0.4287,0.1169,0.4961,0.0458,0.4433,0.0853,12.0,13.14,15.86,21.57,14.29,14.29,28.57,57.14,28.57,42.86,14.29,57.14,14.29,14.29,42.86,85.71,57.14,14.29,14.29,0.0,85.71,100.0,57.14,71.43,42.86,0.0,57.14,100.0,42.86,28.57,28.57,42.86,71.43,57.14,28.57,71.43,42.86,57.14,42.86,71.43,28.57,42.86,205.4723,0.9192,284.7012,0.3662
114,GUATEMALA - LIGA NACIONAL,2024-11-02,02:00,Malacateco,Xelaju,2.3,2.75,3.1,1.6,2.2,1.53,2.37,2.6,1.44,2.15,1.61,0.4348,0.3636,0.3226,0.625,0.4545,0.6536,0.4219,0.3846,0.6944,0.4651,0.6211,0.8364,0.7419,1.1957,0.8871,1.3478,1.1273,0.8,0.45,0.35,21.8014,12.6804,9.9262,0.2581,0.1636,0.1129,1.9156,0.7642,0.6902,0.707,0.1892,1.6802,-0.3098,-0.928,0.465,1.6256,0.1591,2.3759,0.2108,2.315,0.1591,2.3759,1.1387,1.0141,0.4246,1.2588,0.9495,0.9476,0.7344,0.6645,3.2858,0.1515,3.4927,0.095,1.6929,0.2297,2.5214,0.3467,0.9747,0.1596,0.553,0.0839,0.689,0.111,0.4102,0.4247,0.6608,0.0725,0.6656,0.0623,0.3957,0.0685,0.2216,0.1236,0.466,0.0594,0.4785,0.1055,0.5209,0.0388,0.249,0.057,28.86,30.14,17.14,47.57,14.29,42.86,42.86,0.0,42.86,42.86,0.0,0.0,28.57,42.86,42.86,14.29,57.14,85.71,14.29,14.29,85.71,85.71,42.86,42.86,14.29,28.57,85.71,71.43,57.14,57.14,28.57,0.0,71.43,100.0,14.29,0.0,57.14,0.0,57.14,42.86,57.14,71.43,305.0896,0.4359,181.918,0.8145
146,MEXICO - LIGA MX,2024-11-02,02:00,Queretaro,Juarez,2.2,3.4,2.88,1.4,2.75,1.29,3.5,2.0,1.85,1.75,2.0,0.4545,0.2941,0.3472,0.7143,0.3636,0.7752,0.2857,0.5,0.5405,0.5714,0.5,0.6471,0.7639,1.5455,1.1806,1.3091,0.8471,0.68,1.2,0.52,18.778,30.9638,-14.5742,0.2361,0.3529,0.1806,0.835,1.3326,0.9945,1.6125,-0.7921,-0.8792,-1.031,-1.3793,0.1908,1.9811,0.1224,3.0882,0.5465,0.978,1.3529,1.082,0.4367,1.224,1.5485,0.7323,1.2288,0.7741,2.5795,0.6976,1.6215,0.5137,5.9201,0.1191,4.9431,0.1768,18.0339,0.0888,0.3461,0.5481,0.7654,0.1202,0.7033,0.0547,1.5511,0.0759,0.6013,0.0669,0.319,0.0966,0.5489,0.0641,0.6889,0.0353,0.5333,0.0338,0.5192,0.0451,0.2637,0.1513,0.2451,0.0877,21.14,28.14,34.86,14.29,14.29,14.29,28.57,57.14,42.86,42.86,14.29,0.0,28.57,42.86,71.43,71.43,28.57,28.57,0.0,28.57,100.0,71.43,71.43,100.0,14.29,0.0,85.71,100.0,28.57,0.0,14.29,71.43,85.71,28.57,14.29,14.29,14.29,42.86,42.86,71.43,71.43,71.43,261.8428,0.5726,353.0079,0.0323
53,COSTA RICA - PRIMERA DIVISION,2024-11-02,02:00,San Carlos,Guanacasteca,1.44,4.0,6.0,1.36,3.0,1.25,3.75,1.85,1.95,1.91,1.8,0.6944,0.25,0.1667,0.7353,0.3333,0.8,0.2667,0.5405,0.5128,0.5236,0.5556,0.36,0.24,2.7778,0.6667,4.1667,1.5,4.56,2.56,2.0,66.3179,52.0013,45.0,0.76,0.64,0.3333,1.44,0.8706,0.9337,1.071,0.5606,0.6068,-0.9759,-1.4013,0.5373,2.2613,0.1252,3.0192,0.5271,1.4927,0.6886,1.6467,1.2598,1.3528,0.8186,0.843,0.6992,1.2868,1.7945,0.8425,2.8256,0.1529,4.093,0.1493,1.5943,0.3451,7.65,0.0853,1.2365,0.1408,0.6999,0.114,0.8079,0.0845,0.6999,0.1796,0.6287,0.0907,0.7794,0.1442,0.6139,0.03,0.5769,0.0723,0.5002,0.0504,0.4917,0.0437,0.6159,0.0641,0.257,0.0763,22.57,12.57,52.29,43.29,28.57,14.29,42.86,57.14,28.57,28.57,14.29,0.0,57.14,57.14,57.14,42.86,42.86,57.14,57.14,14.29,42.86,85.71,71.43,71.43,28.57,14.29,71.43,85.71,28.57,28.57,57.14,42.86,42.86,57.14,28.57,14.29,42.86,14.29,71.43,71.43,57.14,71.43,227.8156,0.7741,195.9466,0.7812
142,MEXICO - LIGA DE EXPANSION MX,2024-11-02,02:00,Venados,Leones Negros,2.25,3.3,2.75,1.4,2.7,1.27,3.2,1.91,1.74,1.72,2.02,0.4444,0.303,0.3636,0.7143,0.3704,0.7874,0.3125,0.5236,0.5747,0.5814,0.495,0.6818,0.8182,1.4667,1.2,1.2222,0.8333,0.5,1.05,0.55,14.0362,27.6995,-15.3763,0.1818,0.3182,0.2,2.0846,0.6193,2.3001,0.4243,1.4074,0.3229,1.3966,0.3504,1.1002,1.1043,0.7683,0.8982,0.4801,1.1133,0.1869,2.0225,2.2548,0.6705,1.6532,0.8137,0.8474,1.1801,0.2566,1.9018,4.226,0.1507,3.886,0.0934,1.5687,0.2215,0.52,0.8281,1.6759,0.1417,1.1624,0.1857,0.8187,0.159,0.3767,0.3568,0.5852,0.1167,0.5935,0.0903,0.5811,0.031,0.5384,0.0362,0.4998,0.0448,0.6217,0.0449,0.6375,0.0529,0.4677,0.1462,36.0,22.71,34.14,8.71,14.29,14.29,85.71,71.43,14.29,14.29,42.86,57.14,71.43,28.57,85.71,71.43,14.29,28.57,57.14,28.57,42.86,71.43,100.0,71.43,0.0,14.29,100.0,85.71,0.0,28.57,57.14,42.86,42.86,57.14,42.86,57.14,57.14,71.43,100.0,85.71,71.43,28.57,281.7855,0.464,275.4336,0.5722
143,MEXICO - LIGA DE EXPANSION MX,2024-11-02,02:00,Tapatio,Celaya,2.15,3.4,2.9,1.38,2.8,1.25,3.35,1.84,1.8,1.68,2.08,0.4651,0.2941,0.3448,0.7246,0.3571,0.8,0.2985,0.5435,0.5556,0.5952,0.4808,0.6324,0.7414,1.5814,1.1724,1.3488,0.8529,0.75,1.25,0.5,20.556,32.0054,-14.0362,0.2586,0.3676,0.1724,1.9289,0.6499,0.9847,1.0155,0.7085,1.1197,-0.3279,-1.2611,0.3172,1.6851,0.5994,1.3126,0.2678,1.4115,0.2634,1.8527,1.7796,1.0477,0.8465,0.8152,1.0711,1.1704,1.1744,0.7661,3.3016,0.2677,2.0357,0.2086,1.943,0.2498,3.4573,0.2613,1.3706,0.2454,0.6449,0.2177,0.6563,0.1963,0.9306,0.1627,0.3603,0.5062,0.7399,0.0919,0.5307,0.0741,0.4595,0.015,0.4963,0.0292,0.5097,0.0253,0.5984,0.0812,0.4327,0.0381,41.86,17.14,31.57,40.0,14.29,57.14,71.43,14.29,14.29,57.14,42.86,0.0,14.29,57.14,57.14,42.86,42.86,57.14,0.0,28.57,100.0,71.43,85.71,71.43,0.0,14.29,100.0,85.71,14.29,28.57,42.86,28.57,57.14,71.43,42.86,28.57,71.43,14.29,85.71,71.43,28.57,71.43,320.8105,0.3245,240.1824,0.6435
